[3060, 3960]
[folio, [3573.0, 406.0, 356.0, 52.5], HPFaeaqFhu, 5695510]
[folio, [3573.0, 458.5, 356.0, 52.5], HPFaeaqFhu, 5695510]
[folio, [3573.0, 511.0, 356.0, 52.5], HPFaeaqFhu, 5695510]
[folio, [3573.0, 563.5, 356.0, 52.5], HPFaeaqFhu, 5695510]
[folio, [3573.0, 616.0, 356.0, 52.5], HPFaeaqFhu, 5695510]
[folio, [3573.0, 668.5, 356.0, 52.5], HPFaeaqFhu, 5695510]
[folio, [3573.0, 721.0, 356.0, 52.5], HPFaeaqFhu, 5695510]
[section-title, [34.0, 426.0, 1407.0, 93.0], SNPJuTTE11, 5695510]
[sub-section-title, [39.0, 629.0, 1115.0, 73.5], zmAj40k2Yb, 5695510]
[sub-section-title, [39.0, 702.5, 1115.0, 73.5], zmAj40k2Yb, 5695510]
[unordered-list, [0.0, 823.0, 1784.0, 52.5], _xQJVsBjem, 5695510]
[unordered-list, [0.0, 875.5, 1784.0, 52.5], _xQJVsBjem, 5695510]
[unordered-list, [0.0, 928.0, 1784.0, 52.5], _xQJVsBjem, 5695510]
[unordered-list, [0.0, 980.5, 1784.0, 52.5], _xQJVsBjem, 5695510]
[unordered-list, [0.0, 1033.0, 1784.0, 52.5], _xQJVsBjem, 5695510]
[unordered-list, [0.0, 1085.5, 1784.0, 52.5], _xQJVsBjem, 5695510]
[unordered-list, [0.0, 1138.0, 1784.0, 52.5], _xQJVsBjem, 5695510]
[unordered-list, [0.0, 1190.5, 1784.0, 52.5], _xQJVsBjem, 5695510]
[unordered-list, [0.0, 1243.0, 1784.0, 52.5], _xQJVsBjem, 5695510]
[paragraph, [2160.0, 1025.0, 1645.0, 52.5], shoonya_1sQM9Z9OKYQ0RM, 5695510]
[paragraph, [2160.0, 1077.5, 1645.0, 52.5], shoonya_1sQM9Z9OKYQ0RM, 5695510]
[paragraph, [2160.0, 1130.0, 1645.0, 52.5], shoonya_1sQM9Z9OKYQ0RM, 5695510]
[paragraph, [2160.0, 1182.5, 1645.0, 52.5], shoonya_1sQM9Z9OKYQ0RM, 5695510]
[paragraph, [2160.0, 1235.0, 1645.0, 52.5], shoonya_1sQM9Z9OKYQ0RM, 5695510]
[paragraph, [813.0, 2495.0, 2123.0, 52.5], shoonya_3sT7I766MCFTWW, 5695510]
[paragraph, [813.0, 2547.5, 2123.0, 52.5], shoonya_3sT7I766MCFTWW, 5695510]
