[842, 595]
[contact-info, [66.0, 114.0, 146.0, 18.0], shoonya_10sU3STCNWO0ZF, 5742800]
[contact-info, [66.0, 132.0, 146.0, 18.0], shoonya_10sU3STCNWO0ZF, 5742800]
[paragraph, [232.0, 127.0, 310.0, 18.0], shoonya_4sCG35LCT8N7QW, 5742800]
[paragraph, [232.0, 145.0, 310.0, 18.0], shoonya_4sCG35LCT8N7QW, 5742800]
[paragraph, [232.0, 163.0, 310.0, 18.0], shoonya_4sCG35LCT8N7QW, 5742800]
[paragraph, [52.0, 178.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 196.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 214.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 232.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 250.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 268.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 286.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 304.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 322.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 340.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 358.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 376.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 394.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 412.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 430.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [52.0, 448.0, 175.0, 18.0], p7muL68Hh-, 5742800]
[paragraph, [232.0, 189.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 207.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 225.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 243.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 261.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 279.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 297.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 315.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 333.0, 310.0, 18.0], shoonya_1sRMFFPOXPNFOT, 5742800]
[paragraph, [232.0, 370.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 388.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 406.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 424.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 442.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 460.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 478.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 496.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 514.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 532.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 550.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [232.0, 568.0, 309.0, 18.0], shoonya_0s1U8WRJMJDCW5, 5742800]
[paragraph, [231.0, 594.0, 312.0, 18.0], shoonya_5sCETD1FIJI4BH, 5742800]
[paragraph, [231.0, 612.0, 312.0, 18.0], shoonya_5sCETD1FIJI4BH, 5742800]
[paragraph, [231.0, 630.0, 312.0, 18.0], shoonya_5sCETD1FIJI4BH, 5742800]
[paragraph, [231.0, 648.0, 312.0, 18.0], shoonya_5sCETD1FIJI4BH, 5742800]
[paragraph, [232.0, 679.0, 317.0, 18.0], shoonya_2sF33VZJQB2MRB, 5742800]
[paragraph, [232.0, 697.0, 317.0, 18.0], shoonya_2sF33VZJQB2MRB, 5742800]
[paragraph, [232.0, 715.0, 317.0, 18.0], shoonya_2sF33VZJQB2MRB, 5742800]
[folio, [475.0, 740.0, 69.0, 18.0], shoonya_7sQIYOCO3GAI9X, 5742800]
