[1755, 1240]
[paragraph, [189.0, 136.0, 929.0, 36.0], shoonya_2sBVJ0L49V98EO, 5693664]
[paragraph, [189.0, 172.0, 929.0, 36.0], shoonya_2sBVJ0L49V98EO, 5693664]
[paragraph, [189.0, 208.0, 929.0, 36.0], shoonya_2sBVJ0L49V98EO, 5693664]
[paragraph, [192.0, 267.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 303.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 339.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 375.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 411.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 447.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 483.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 519.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 555.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 591.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 627.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 663.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 699.0, 923.0, 36.0], shoonya_1sP6602ONRCPMF, 5693664]
[paragraph, [192.0, 756.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 792.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 828.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 864.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 900.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 936.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 972.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1008.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1044.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1080.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1116.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1152.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1188.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1224.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1260.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1296.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1332.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1368.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1404.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1440.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1476.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
[paragraph, [192.0, 1512.0, 950.0, 36.0], shoonya_0sUEGT50D2K0YT, 5693664]
