[1468, 909]
[headline, [354.0, 72.0, 162.0, 25.5], ALsPAOfSiM, 5770497]
[headline, [354.0, 97.5, 162.0, 25.5], ALsPAOfSiM, 5770497]
[paragraph, [76.0, 146.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 164.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 182.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 200.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 218.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 236.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 254.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 272.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 290.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 308.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 326.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 344.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 362.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 380.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 398.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [76.0, 416.0, 339.0, 18.0], QDrOIDjZCE, 5770497]
[paragraph, [455.0, 150.0, 275.0, 18.0], OS81yypCKj, 5770497]
[paragraph, [455.0, 168.0, 275.0, 18.0], OS81yypCKj, 5770497]
[paragraph, [455.0, 186.0, 275.0, 18.0], OS81yypCKj, 5770497]
[paragraph, [455.0, 204.0, 275.0, 18.0], OS81yypCKj, 5770497]
[paragraph, [451.0, 215.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 233.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 251.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 269.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 287.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 305.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 323.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 341.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 359.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 377.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 395.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 413.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 431.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [451.0, 449.0, 322.0, 18.0], eCxZ2zGEMt, 5770497]
[paragraph, [69.0, 429.0, 330.0, 18.0], AibnngT_Ok, 5770497]
[paragraph, [69.0, 447.0, 330.0, 18.0], AibnngT_Ok, 5770497]
[paragraph, [69.0, 465.0, 330.0, 18.0], AibnngT_Ok, 5770497]
[paragraph, [69.0, 483.0, 330.0, 18.0], AibnngT_Ok, 5770497]
[paragraph, [69.0, 501.0, 330.0, 18.0], AibnngT_Ok, 5770497]
[paragraph, [446.0, 473.0, 302.0, 18.0], EnT-62ieck, 5770497]
[paragraph, [446.0, 491.0, 302.0, 18.0], EnT-62ieck, 5770497]
[paragraph, [446.0, 509.0, 302.0, 18.0], EnT-62ieck, 5770497]
[paragraph, [446.0, 527.0, 302.0, 18.0], EnT-62ieck, 5770497]
[paragraph, [446.0, 545.0, 302.0, 18.0], EnT-62ieck, 5770497]
[paragraph, [446.0, 563.0, 302.0, 18.0], EnT-62ieck, 5770497]
[paragraph, [79.0, 517.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 535.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 553.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 571.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 589.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 607.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 625.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 643.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 661.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 679.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 697.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 715.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 733.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 751.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [79.0, 769.0, 317.0, 18.0], 7zMFWSCE3-, 5770497]
[paragraph, [443.0, 584.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [443.0, 602.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [443.0, 620.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [443.0, 638.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [443.0, 656.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [443.0, 674.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [443.0, 692.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [443.0, 710.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [443.0, 728.0, 357.0, 18.0], m7pFN-wREU, 5770497]
[paragraph, [588.0, 757.0, 126.0, 18.0], rdS8XvgT59, 5770497]
[paragraph, [588.0, 775.0, 126.0, 18.0], rdS8XvgT59, 5770497]
[section-title, [345.0, 828.0, 247.0, 30.0], shoonya_0s3WT7IRLM30H4, 5770497]
[paragraph, [183.0, 875.0, 441.0, 18.0], 0o3wUNYPE_, 5770497]
[paragraph, [183.0, 893.0, 441.0, 18.0], 0o3wUNYPE_, 5770497]
[paragraph, [183.0, 911.0, 441.0, 18.0], 0o3wUNYPE_, 5770497]
[paragraph, [183.0, 929.0, 441.0, 18.0], 0o3wUNYPE_, 5770497]
[paragraph, [218.0, 961.0, 413.0, 18.0], YEmoUNHA5-, 5770497]
[paragraph, [218.0, 979.0, 413.0, 18.0], YEmoUNHA5-, 5770497]
[paragraph, [218.0, 997.0, 413.0, 18.0], YEmoUNHA5-, 5770497]
[paragraph, [218.0, 1015.0, 413.0, 18.0], YEmoUNHA5-, 5770497]
[paragraph, [213.0, 1037.0, 403.0, 18.0], hsEQ3jpz6L, 5770497]
[paragraph, [213.0, 1055.0, 403.0, 18.0], hsEQ3jpz6L, 5770497]
[paragraph, [213.0, 1073.0, 403.0, 18.0], hsEQ3jpz6L, 5770497]
[paragraph, [213.0, 1091.0, 403.0, 18.0], hsEQ3jpz6L, 5770497]
[paragraph, [208.0, 1110.0, 432.0, 18.0], 8WFpiFYr5Z, 5770497]
[paragraph, [208.0, 1128.0, 432.0, 18.0], 8WFpiFYr5Z, 5770497]
[paragraph, [208.0, 1146.0, 432.0, 18.0], 8WFpiFYr5Z, 5770497]
[paragraph, [208.0, 1164.0, 432.0, 18.0], 8WFpiFYr5Z, 5770497]
[paragraph, [208.0, 1182.0, 432.0, 18.0], 8WFpiFYr5Z, 5770497]
[paragraph, [183.0, 1190.0, 444.0, 18.0], azRVDyaWSI, 5770497]
[paragraph, [183.0, 1208.0, 444.0, 18.0], azRVDyaWSI, 5770497]
[paragraph, [183.0, 1226.0, 444.0, 18.0], azRVDyaWSI, 5770497]
[paragraph, [183.0, 1244.0, 444.0, 18.0], azRVDyaWSI, 5770497]
