[1754, 1241]
[ordered-list, [133.0, 103.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 139.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 175.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 211.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 247.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 283.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 319.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 355.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 391.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 427.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 463.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 499.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 535.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 571.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 607.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 643.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 679.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 715.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 751.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 787.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 823.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 859.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[ordered-list, [133.0, 895.0, 968.0, 36.0], shoonya_1s9OYIJTK4QIHS, 5709311]
[sub-ordered-list, [133.0, 170.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 206.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 242.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 278.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 314.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 350.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 386.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 422.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 458.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 494.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 530.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 566.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 602.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[sub-ordered-list, [133.0, 638.0, 969.0, 36.0], GOqRP21j0S, 5709311]
[paragraph, [209.0, 991.0, 571.0, 36.0], shoonya_2sGYP5ULSVVQBQ, 5709311]
[author, [781.0, 1076.0, 203.0, 36.0], u1bEVHHvKM, 5709311]
[folio, [744.0, 1119.0, 284.0, 36.0], shoonya_3sW04N4GNKAISU, 5709311]
[folio, [744.0, 1155.0, 284.0, 36.0], shoonya_3sW04N4GNKAISU, 5709311]
[folio, [744.0, 1191.0, 284.0, 36.0], shoonya_3sW04N4GNKAISU, 5709311]
