[842, 596]
[folio, [56.0, 31.0, 133.0, 18.0], RkVBBy0Ann, 5748126]
[paragraph, [63.0, 68.0, 417.0, 18.0], 6DMTCYUDtk, 5748126]
[ordered-list, [55.0, 95.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 113.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 131.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 149.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 167.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 185.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 203.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 221.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 239.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 257.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 275.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 293.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 311.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 329.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 347.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 365.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 383.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 401.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 419.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 437.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 455.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 473.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 491.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 509.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 527.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 545.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 563.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 581.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 599.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 617.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 635.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 653.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 671.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 689.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 707.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 725.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 743.0, 515.0, 18.0], O7ijqXneyP, 5748126]
[ordered-list, [55.0, 761.0, 515.0, 18.0], O7ijqXneyP, 5748126]
