[1387, 987]
[paragraph, [90.0, 97.0, 789.0, 18.0], shoonya_4s0MKV28WNV6V2, 5651432]
[paragraph, [90.0, 115.0, 789.0, 18.0], shoonya_4s0MKV28WNV6V2, 5651432]
[paragraph, [90.0, 133.0, 789.0, 18.0], shoonya_4s0MKV28WNV6V2, 5651432]
[paragraph, [90.0, 151.0, 789.0, 18.0], shoonya_4s0MKV28WNV6V2, 5651432]
[paragraph, [90.0, 169.0, 789.0, 18.0], shoonya_4s0MKV28WNV6V2, 5651432]
[paragraph, [90.0, 187.0, 789.0, 18.0], shoonya_4s0MKV28WNV6V2, 5651432]
[paragraph, [89.0, 218.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 236.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 254.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 272.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 290.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 308.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 326.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 344.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 362.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 380.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 398.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 416.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 434.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 452.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 470.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 488.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 506.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 524.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [89.0, 542.0, 795.0, 18.0], shoonya_1s7LHVR7F74SP6, 5651432]
[paragraph, [86.0, 578.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 596.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 614.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 632.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 650.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 668.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 686.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 704.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 722.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 740.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 758.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 776.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 794.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 812.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 830.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 848.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 866.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 884.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 902.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 920.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 938.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 956.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 974.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 992.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 1010.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 1028.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 1046.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 1064.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [86.0, 1082.0, 796.0, 18.0], shoonya_0s5HY5U7CVCBQS, 5651432]
[paragraph, [88.0, 1107.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
[paragraph, [88.0, 1125.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
[paragraph, [88.0, 1143.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
[paragraph, [88.0, 1161.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
[paragraph, [88.0, 1179.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
[paragraph, [88.0, 1197.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
[paragraph, [88.0, 1215.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
[paragraph, [88.0, 1233.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
[paragraph, [88.0, 1251.0, 788.0, 18.0], shoonya_3sGR900XLFTSWX, 5651432]
