[1806, 1178]
[section-title, [353.0, 278.0, 541.0, 49.5], IgwW6rLGpn, 5750534]
[ordered-list, [159.0, 378.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 414.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 450.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 486.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 522.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 558.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 594.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 630.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 666.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 702.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 738.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 774.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 810.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 846.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 882.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 918.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 954.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 990.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 1026.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 1062.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 1098.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 1134.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 1170.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
[ordered-list, [159.0, 1206.0, 921.0, 36.0], shoonya_0sTMSG2GJ6GPYN, 5750534]
