[872, 605]
[folio, [473.0, 35.0, 80.0, 18.0], mmfxW5xzPw, 6457184]
[folio, [473.0, 53.0, 80.0, 18.0], mmfxW5xzPw, 6457184]
[section-title, [273.0, 37.0, 67.0, 30.0], Iq6t0PiRk8, 6457184]
[paragraph, [52.0, 74.0, 247.0, 18.0], BJ1OuielYU, 6457184]
[paragraph, [52.0, 92.0, 247.0, 18.0], BJ1OuielYU, 6457184]
[paragraph, [52.0, 110.0, 247.0, 18.0], BJ1OuielYU, 6457184]
[paragraph, [52.0, 128.0, 247.0, 18.0], BJ1OuielYU, 6457184]
[paragraph, [317.0, 77.0, 96.0, 18.0], DYW4L4LlFu, 6457184]
[paragraph, [301.0, 99.0, 153.0, 18.0], GgSddQrq2q, 6457184]
[paragraph, [302.0, 120.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 138.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 156.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 174.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 192.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 210.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 228.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 246.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 264.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 282.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 300.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 318.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 336.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 354.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 372.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 390.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 408.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 426.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [302.0, 444.0, 251.0, 18.0], ylGalG9qTp, 6457184]
[paragraph, [49.0, 144.0, 252.0, 18.0], _KKUFJw8lb, 6457184]
[paragraph, [49.0, 162.0, 252.0, 18.0], _KKUFJw8lb, 6457184]
[paragraph, [49.0, 180.0, 203.0, 18.0], VBkv-D9S8d, 6457184]
[paragraph, [49.0, 198.0, 203.0, 18.0], VBkv-D9S8d, 6457184]
[paragraph, [53.0, 221.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 239.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 257.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 275.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 293.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 311.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 329.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 347.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 365.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 383.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 401.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [53.0, 419.0, 251.0, 18.0], qUqN6vfu5-, 6457184]
[paragraph, [151.0, 444.0, 148.0, 18.0], Uar7GpBDz0, 6457184]
[paragraph, [315.0, 461.0, 128.0, 18.0], yLk2T1r6ZF, 6457184]
[paragraph, [55.0, 466.0, 247.0, 18.0], shoonya_0s5KJHNI28XHP2, 6457184]
[paragraph, [55.0, 484.0, 247.0, 18.0], shoonya_0s5KJHNI28XHP2, 6457184]
[paragraph, [448.0, 473.0, 105.0, 18.0], BhO3htUrmZ, 6457184]
[paragraph, [302.0, 494.0, 229.0, 18.0], x6r3Llj-e1, 6457184]
[paragraph, [302.0, 512.0, 229.0, 18.0], x6r3Llj-e1, 6457184]
[paragraph, [54.0, 504.0, 249.0, 18.0], 2SS8SAITHA, 6457184]
[paragraph, [54.0, 522.0, 249.0, 18.0], 2SS8SAITHA, 6457184]
[paragraph, [54.0, 540.0, 249.0, 18.0], 2SS8SAITHA, 6457184]
[paragraph, [54.0, 558.0, 249.0, 18.0], 2SS8SAITHA, 6457184]
[paragraph, [54.0, 576.0, 249.0, 18.0], 2SS8SAITHA, 6457184]
[paragraph, [54.0, 594.0, 249.0, 18.0], 2SS8SAITHA, 6457184]
[paragraph, [54.0, 612.0, 249.0, 18.0], 2SS8SAITHA, 6457184]
[paragraph, [54.0, 630.0, 249.0, 18.0], 2SS8SAITHA, 6457184]
[paragraph, [303.0, 532.0, 248.0, 18.0], _KZ96rr5c7, 6457184]
[paragraph, [303.0, 550.0, 248.0, 18.0], _KZ96rr5c7, 6457184]
[paragraph, [303.0, 568.0, 248.0, 18.0], _KZ96rr5c7, 6457184]
[paragraph, [303.0, 586.0, 248.0, 18.0], _KZ96rr5c7, 6457184]
[paragraph, [303.0, 604.0, 248.0, 18.0], _KZ96rr5c7, 6457184]
[paragraph, [303.0, 622.0, 248.0, 18.0], _KZ96rr5c7, 6457184]
[paragraph, [303.0, 640.0, 248.0, 18.0], _KZ96rr5c7, 6457184]
[paragraph, [50.0, 661.0, 240.0, 18.0], mVCt4VBmzO, 6457184]
[paragraph, [316.0, 663.0, 166.0, 18.0], NIZtNRTMuC, 6457184]
[paragraph, [52.0, 684.0, 249.0, 18.0], cCqYf5bMdw, 6457184]
[paragraph, [52.0, 702.0, 249.0, 18.0], cCqYf5bMdw, 6457184]
[paragraph, [52.0, 720.0, 249.0, 18.0], cCqYf5bMdw, 6457184]
[paragraph, [52.0, 738.0, 249.0, 18.0], cCqYf5bMdw, 6457184]
[paragraph, [305.0, 685.0, 153.0, 18.0], 5hGo9eSFoK, 6457184]
[paragraph, [315.0, 703.0, 236.0, 18.0], uw9GdPCJM7, 6457184]
[reference, [299.0, 724.0, 253.0, 18.0], L0YZHUGgqO, 6457184]
[reference, [299.0, 742.0, 253.0, 18.0], L0YZHUGgqO, 6457184]
[reference, [299.0, 760.0, 253.0, 18.0], L0YZHUGgqO, 6457184]
[reference, [299.0, 778.0, 253.0, 18.0], L0YZHUGgqO, 6457184]
[reference, [299.0, 796.0, 253.0, 18.0], L0YZHUGgqO, 6457184]
[reference, [299.0, 814.0, 253.0, 18.0], L0YZHUGgqO, 6457184]
[reference, [50.0, 756.0, 249.0, 18.0], QcaB6uhpWM, 6457184]
[reference, [50.0, 774.0, 249.0, 18.0], QcaB6uhpWM, 6457184]
[reference, [50.0, 792.0, 249.0, 18.0], QcaB6uhpWM, 6457184]
[reference, [50.0, 810.0, 249.0, 18.0], QcaB6uhpWM, 6457184]
