[3508, 2481]
[contact-info, [220.0, 102.0, 1440.0, 52.5], hg9NxY-xVb, 6534671]
[contact-info, [220.0, 154.5, 1440.0, 52.5], hg9NxY-xVb, 6534671]
[contact-info, [220.0, 207.0, 1440.0, 52.5], hg9NxY-xVb, 6534671]
[contact-info, [220.0, 259.5, 1440.0, 52.5], hg9NxY-xVb, 6534671]
[contact-info, [220.0, 312.0, 1440.0, 52.5], hg9NxY-xVb, 6534671]
[contact-info, [220.0, 364.5, 1440.0, 52.5], hg9NxY-xVb, 6534671]
[section-title, [1022.0, 494.0, 457.0, 93.0], obbeRGfYSQ, 6534671]
[dateline, [202.0, 855.0, 457.0, 52.5], kj3UsM3bqG, 6534671]
[dateline, [202.0, 907.5, 457.0, 52.5], kj3UsM3bqG, 6534671]
[paragraph, [225.0, 1149.0, 311.0, 52.5], wDduE1illg, 6534671]
[paragraph, [218.0, 1261.0, 2066.0, 52.5], shoonya_0s2PIB40L6JMMP, 6534671]
[paragraph, [218.0, 1313.5, 2066.0, 52.5], shoonya_0s2PIB40L6JMMP, 6534671]
[paragraph, [218.0, 1366.0, 2066.0, 52.5], shoonya_0s2PIB40L6JMMP, 6534671]
[paragraph, [218.0, 1418.5, 2066.0, 52.5], shoonya_0s2PIB40L6JMMP, 6534671]
[paragraph, [218.0, 1471.0, 2066.0, 52.5], shoonya_0s2PIB40L6JMMP, 6534671]
[paragraph, [218.0, 1523.5, 2066.0, 52.5], shoonya_0s2PIB40L6JMMP, 6534671]
[ordered-list, [1244.0, 1973.0, 851.0, 52.5], kPTWU56ao0, 6534671]
[ordered-list, [1244.0, 2025.5, 851.0, 52.5], kPTWU56ao0, 6534671]
[ordered-list, [1244.0, 2078.0, 851.0, 52.5], kPTWU56ao0, 6534671]
[ordered-list, [1244.0, 2130.5, 851.0, 52.5], kPTWU56ao0, 6534671]
[ordered-list, [203.0, 1975.0, 528.0, 52.5], Fc6A_ouMcM, 6534671]
[ordered-list, [203.0, 2027.5, 528.0, 52.5], Fc6A_ouMcM, 6534671]
[ordered-list, [203.0, 2080.0, 528.0, 52.5], Fc6A_ouMcM, 6534671]
[author, [1920.0, 2504.0, 339.0, 52.5], yEMNDniIWd, 6534671]
[author, [1920.0, 2556.5, 339.0, 52.5], yEMNDniIWd, 6534671]
[contact-info, [1675.0, 3268.0, 603.0, 52.5], 5cGj-JkF2p, 6534671]
