[1320, 1176]
[folio, [93.0, 77.0, 150.0, 18.0], shoonya_0s147H27ETVIRC, 5694089]
[folio, [93.0, 95.0, 150.0, 18.0], shoonya_0s147H27ETVIRC, 5694089]
[folio, [93.0, 113.0, 150.0, 18.0], shoonya_0s147H27ETVIRC, 5694089]
[folio, [93.0, 131.0, 150.0, 18.0], shoonya_0s147H27ETVIRC, 5694089]
[folio, [93.0, 149.0, 150.0, 18.0], shoonya_0s147H27ETVIRC, 5694089]
[paragraph, [93.0, 200.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 218.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 236.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 254.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 272.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 290.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 308.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 326.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 344.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 362.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 380.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 398.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 416.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 434.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 452.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 470.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 488.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 506.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 524.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 542.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 560.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 578.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 596.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 614.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 632.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 650.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 668.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 686.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 704.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 722.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 740.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 758.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 776.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 794.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 812.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 830.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 848.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [93.0, 866.0, 322.0, 18.0], 4X3Z7okiRg, 5694089]
[paragraph, [433.0, 202.0, 311.0, 18.0], a-ct01eViS, 5694089]
[paragraph, [433.0, 220.0, 311.0, 18.0], a-ct01eViS, 5694089]
[paragraph, [433.0, 238.0, 311.0, 18.0], a-ct01eViS, 5694089]
[paragraph, [433.0, 256.0, 311.0, 18.0], a-ct01eViS, 5694089]
[paragraph, [433.0, 274.0, 311.0, 18.0], a-ct01eViS, 5694089]
[paragraph, [766.0, 211.0, 314.0, 18.0], yozsZPOedI, 5694089]
[paragraph, [766.0, 229.0, 314.0, 18.0], yozsZPOedI, 5694089]
[paragraph, [766.0, 247.0, 314.0, 18.0], yozsZPOedI, 5694089]
[paragraph, [433.0, 330.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 348.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 366.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 384.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 402.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 420.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 438.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 456.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 474.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [433.0, 492.0, 312.0, 18.0], O1hSgVOGrk, 5694089]
[paragraph, [766.0, 345.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 363.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 381.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 399.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 417.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 435.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 453.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 471.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 489.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 507.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 525.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 543.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 561.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [766.0, 579.0, 312.0, 18.0], yQ33mqcm2A, 5694089]
[paragraph, [431.0, 538.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 556.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 574.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 592.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 610.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 628.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 646.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 664.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 682.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 700.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 718.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 736.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 754.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 772.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 790.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 808.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 826.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 844.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [431.0, 862.0, 312.0, 18.0], 0MvLktYjyc, 5694089]
[paragraph, [795.0, 675.0, 217.0, 18.0], PRnXavIB5c, 5694089]
[paragraph, [795.0, 693.0, 217.0, 18.0], PRnXavIB5c, 5694089]
[paragraph, [795.0, 711.0, 217.0, 18.0], PRnXavIB5c, 5694089]
[paragraph, [795.0, 729.0, 217.0, 18.0], PRnXavIB5c, 5694089]
[paragraph, [756.0, 756.0, 330.0, 18.0], yTpNdtraje, 5694089]
[paragraph, [756.0, 774.0, 330.0, 18.0], yTpNdtraje, 5694089]
[paragraph, [756.0, 792.0, 330.0, 18.0], yTpNdtraje, 5694089]
[paragraph, [756.0, 810.0, 330.0, 18.0], yTpNdtraje, 5694089]
[paragraph, [756.0, 828.0, 330.0, 18.0], yTpNdtraje, 5694089]
[paragraph, [756.0, 846.0, 330.0, 18.0], yTpNdtraje, 5694089]
[paragraph, [756.0, 864.0, 330.0, 18.0], yTpNdtraje, 5694089]
