[2078, 1512]
[dateline, [74.0, 13.0, 713.0, 64.5], c_9XSM-njc, 5713133]
[section-title, [104.0, 91.0, 510.0, 52.5], gVXnU5B3rk, 5713133]
[paragraph, [221.0, 190.0, 514.0, 36.0], shoonya_2sMWN1IDHLM081, 5713133]
[paragraph, [221.0, 226.0, 514.0, 36.0], shoonya_2sMWN1IDHLM081, 5713133]
[paragraph, [221.0, 262.0, 514.0, 36.0], shoonya_2sMWN1IDHLM081, 5713133]
[paragraph, [221.0, 298.0, 514.0, 36.0], shoonya_2sMWN1IDHLM081, 5713133]
[paragraph, [221.0, 334.0, 514.0, 36.0], shoonya_2sMWN1IDHLM081, 5713133]
[paragraph, [221.0, 370.0, 514.0, 36.0], shoonya_2sMWN1IDHLM081, 5713133]
[paragraph, [221.0, 406.0, 514.0, 36.0], shoonya_2sMWN1IDHLM081, 5713133]
[paragraph, [750.0, 225.0, 645.0, 36.0], shoonya_5sLW8ZTPHOBCDP, 5713133]
[paragraph, [750.0, 261.0, 645.0, 36.0], shoonya_5sLW8ZTPHOBCDP, 5713133]
[paragraph, [750.0, 297.0, 645.0, 36.0], shoonya_5sLW8ZTPHOBCDP, 5713133]
[paragraph, [750.0, 333.0, 645.0, 36.0], shoonya_5sLW8ZTPHOBCDP, 5713133]
[paragraph, [905.0, 394.0, 491.0, 36.0], Tpt40isrNe, 5713133]
[paragraph, [905.0, 430.0, 491.0, 36.0], Tpt40isrNe, 5713133]
[paragraph, [905.0, 466.0, 491.0, 36.0], Tpt40isrNe, 5713133]
[paragraph, [905.0, 502.0, 491.0, 36.0], Tpt40isrNe, 5713133]
[paragraph, [905.0, 538.0, 491.0, 36.0], Tpt40isrNe, 5713133]
[paragraph, [905.0, 574.0, 491.0, 36.0], Tpt40isrNe, 5713133]
[paragraph, [905.0, 610.0, 491.0, 36.0], Tpt40isrNe, 5713133]
[paragraph, [905.0, 646.0, 491.0, 36.0], Tpt40isrNe, 5713133]
[paragraph, [45.0, 456.0, 690.0, 36.0], JgteSaYkJh, 5713133]
[paragraph, [45.0, 492.0, 690.0, 36.0], JgteSaYkJh, 5713133]
[paragraph, [45.0, 528.0, 690.0, 36.0], JgteSaYkJh, 5713133]
[paragraph, [45.0, 564.0, 690.0, 36.0], JgteSaYkJh, 5713133]
[paragraph, [45.0, 600.0, 690.0, 36.0], JgteSaYkJh, 5713133]
[paragraph, [45.0, 636.0, 690.0, 36.0], JgteSaYkJh, 5713133]
