[2339, 1653]
[contact-info, [404.0, 149.0, 885.0, 36.0], shoonya_1sY7XYODG0ZCKM, 5737772]
[contact-info, [404.0, 185.0, 885.0, 36.0], shoonya_1sY7XYODG0ZCKM, 5737772]
[contact-info, [404.0, 221.0, 885.0, 36.0], shoonya_1sY7XYODG0ZCKM, 5737772]
[contact-info, [404.0, 257.0, 885.0, 36.0], shoonya_1sY7XYODG0ZCKM, 5737772]
[contact-info, [404.0, 293.0, 885.0, 36.0], shoonya_1sY7XYODG0ZCKM, 5737772]
[contact-info, [404.0, 329.0, 885.0, 36.0], shoonya_1sY7XYODG0ZCKM, 5737772]
[contact-info, [404.0, 365.0, 885.0, 36.0], shoonya_1sY7XYODG0ZCKM, 5737772]
[folio, [257.0, 1259.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [257.0, 1295.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [257.0, 1331.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [257.0, 1367.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [257.0, 1403.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [257.0, 1439.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [257.0, 1475.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [257.0, 1511.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [257.0, 1547.0, 1196.0, 36.0], riuxITvy4S, 5737772]
[folio, [278.0, 1783.0, 1190.0, 36.0], 1gs-LXHycs, 5737772]
[folio, [278.0, 1819.0, 1190.0, 36.0], 1gs-LXHycs, 5737772]
[folio, [278.0, 1855.0, 1190.0, 36.0], 1gs-LXHycs, 5737772]
[folio, [278.0, 1891.0, 1190.0, 36.0], 1gs-LXHycs, 5737772]
[folio, [278.0, 1927.0, 1190.0, 36.0], 1gs-LXHycs, 5737772]
[folio, [278.0, 1963.0, 1190.0, 36.0], 1gs-LXHycs, 5737772]
