[1818, 1374]
[folio, [616.0, 142.0, 130.0, 36.0], eVssMFSr6m, 5682592]
[paragraph, [111.0, 206.0, 559.0, 36.0], shoonya_5s1ZPRX8LJYITV, 5682592]
[paragraph, [111.0, 242.0, 559.0, 36.0], shoonya_5s1ZPRX8LJYITV, 5682592]
[paragraph, [111.0, 278.0, 559.0, 36.0], shoonya_5s1ZPRX8LJYITV, 5682592]
[paragraph, [695.0, 212.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 248.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 284.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 320.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 356.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 392.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 428.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 464.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 500.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 536.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 572.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 608.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 644.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 680.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 716.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 752.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [695.0, 788.0, 567.0, 36.0], shoonya_2s4O5JJLVYIVLR, 5682592]
[paragraph, [110.0, 335.0, 564.0, 36.0], shoonya_1s7Z70JNB77KZ6, 5682592]
[paragraph, [110.0, 371.0, 564.0, 36.0], shoonya_1s7Z70JNB77KZ6, 5682592]
[paragraph, [110.0, 407.0, 564.0, 36.0], shoonya_1s7Z70JNB77KZ6, 5682592]
[paragraph, [110.0, 443.0, 564.0, 36.0], shoonya_1s7Z70JNB77KZ6, 5682592]
[paragraph, [110.0, 479.0, 564.0, 36.0], shoonya_1s7Z70JNB77KZ6, 5682592]
[paragraph, [110.0, 515.0, 564.0, 36.0], shoonya_1s7Z70JNB77KZ6, 5682592]
[paragraph, [110.0, 551.0, 564.0, 36.0], shoonya_1s7Z70JNB77KZ6, 5682592]
[paragraph, [110.0, 587.0, 564.0, 36.0], shoonya_1s7Z70JNB77KZ6, 5682592]
[paragraph, [108.0, 631.0, 563.0, 36.0], BTGeDonaLv, 5682592]
[paragraph, [108.0, 667.0, 563.0, 36.0], BTGeDonaLv, 5682592]
[paragraph, [109.0, 717.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 753.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 789.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 825.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 861.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 897.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 933.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 969.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1005.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1041.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1077.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1113.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1149.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1185.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1221.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1257.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [109.0, 1293.0, 561.0, 36.0], shoonya_0sQ7J038LHY59R, 5682592]
[paragraph, [696.0, 840.0, 568.0, 36.0], shoonya_4sD32WBVJS8NXV, 5682592]
[paragraph, [696.0, 876.0, 568.0, 36.0], shoonya_4sD32WBVJS8NXV, 5682592]
[paragraph, [696.0, 912.0, 568.0, 36.0], shoonya_4sD32WBVJS8NXV, 5682592]
[paragraph, [696.0, 948.0, 568.0, 36.0], shoonya_4sD32WBVJS8NXV, 5682592]
[paragraph, [696.0, 984.0, 568.0, 36.0], shoonya_4sD32WBVJS8NXV, 5682592]
[paragraph, [696.0, 1020.0, 568.0, 36.0], shoonya_4sD32WBVJS8NXV, 5682592]
[paragraph, [697.0, 1093.0, 566.0, 36.0], shoonya_7sY9L4M6NS62RZ, 5682592]
[paragraph, [697.0, 1129.0, 566.0, 36.0], shoonya_7sY9L4M6NS62RZ, 5682592]
[paragraph, [697.0, 1165.0, 566.0, 36.0], shoonya_7sY9L4M6NS62RZ, 5682592]
[paragraph, [697.0, 1201.0, 566.0, 36.0], shoonya_7sY9L4M6NS62RZ, 5682592]
[paragraph, [117.0, 1344.0, 562.0, 36.0], shoonya_3s07TRZQJBAJIK, 5682592]
[paragraph, [697.0, 1382.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [697.0, 1418.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [697.0, 1454.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [697.0, 1490.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [697.0, 1526.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [697.0, 1562.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [697.0, 1598.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [697.0, 1634.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [697.0, 1670.0, 571.0, 36.0], shoonya_6sW9O7I884RPI0, 5682592]
[paragraph, [115.0, 1386.0, 559.0, 36.0], J1EMdGPpop, 5682592]
[paragraph, [115.0, 1422.0, 559.0, 36.0], J1EMdGPpop, 5682592]
[paragraph, [116.0, 1472.0, 558.0, 36.0], qgKWFRqAsH, 5682592]
[paragraph, [116.0, 1508.0, 558.0, 36.0], qgKWFRqAsH, 5682592]
[paragraph, [116.0, 1544.0, 558.0, 36.0], qgKWFRqAsH, 5682592]
[paragraph, [116.0, 1580.0, 558.0, 36.0], qgKWFRqAsH, 5682592]
[paragraph, [116.0, 1616.0, 558.0, 36.0], qgKWFRqAsH, 5682592]
[paragraph, [116.0, 1652.0, 558.0, 36.0], qgKWFRqAsH, 5682592]
