[4767, 3325]
[folio, [1723.0, 369.0, 981.0, 52.5], MNrfst11rl, 5710316]
[folio, [1723.0, 421.5, 981.0, 52.5], MNrfst11rl, 5710316]
[paragraph, [331.0, 565.0, 2410.0, 52.5], kU0J2hG1Zn, 5710316]
[paragraph, [331.0, 617.5, 2410.0, 52.5], kU0J2hG1Zn, 5710316]
[paragraph, [331.0, 670.0, 2410.0, 52.5], kU0J2hG1Zn, 5710316]
[paragraph, [331.0, 722.5, 2410.0, 52.5], kU0J2hG1Zn, 5710316]
[paragraph, [338.0, 801.0, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [338.0, 853.5, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [338.0, 906.0, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [338.0, 958.5, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [338.0, 1011.0, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [338.0, 1063.5, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [338.0, 1116.0, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [338.0, 1168.5, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [338.0, 1221.0, 2410.0, 52.5], XgtkeBzO4F, 5710316]
[paragraph, [287.0, 1295.0, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1347.5, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1400.0, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1452.5, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1505.0, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1557.5, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1610.0, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1662.5, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1715.0, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1767.5, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [287.0, 1820.0, 2490.0, 52.5], 7z-BhvYy0Z, 5710316]
[paragraph, [306.0, 1875.0, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 1927.5, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 1980.0, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2032.5, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2085.0, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2137.5, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2190.0, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2242.5, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2295.0, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2347.5, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2400.0, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2452.5, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [306.0, 2505.0, 2507.0, 52.5], 7O_NDMlJIS, 5710316]
[paragraph, [314.0, 2605.0, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [314.0, 2657.5, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [314.0, 2710.0, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [314.0, 2762.5, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [314.0, 2815.0, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [314.0, 2867.5, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [314.0, 2920.0, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [314.0, 2972.5, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [314.0, 3025.0, 2515.0, 52.5], vhwYSeFjRR, 5710316]
[paragraph, [373.0, 3084.0, 2394.0, 52.5], hW4tQbEqUR, 5710316]
[paragraph, [373.0, 3136.5, 2394.0, 52.5], hW4tQbEqUR, 5710316]
[paragraph, [373.0, 3189.0, 2394.0, 52.5], hW4tQbEqUR, 5710316]
[paragraph, [373.0, 3241.5, 2394.0, 52.5], hW4tQbEqUR, 5710316]
[paragraph, [373.0, 3294.0, 2394.0, 52.5], hW4tQbEqUR, 5710316]
[paragraph, [373.0, 3346.5, 2394.0, 52.5], hW4tQbEqUR, 5710316]
[paragraph, [384.0, 3441.0, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3493.5, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3546.0, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3598.5, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3651.0, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3703.5, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3756.0, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3808.5, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3861.0, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3913.5, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [384.0, 3966.0, 2343.0, 52.5], shoonya_0s6JQWCJXD9ZIK, 5710316]
[paragraph, [540.0, 4066.0, 729.0, 52.5], 6ijaUXoNvB, 5710316]
[paragraph, [540.0, 4118.5, 729.0, 52.5], 6ijaUXoNvB, 5710316]
