[3508, 2481]
[contact-info, [533.0, 98.0, 1418.0, 52.5], shoonya_0sH6VECA4ZSFHU, 6534757]
[contact-info, [533.0, 150.5, 1418.0, 52.5], shoonya_0sH6VECA4ZSFHU, 6534757]
[paragraph, [672.0, 446.0, 1122.0, 52.5], ddqvad5jyj, 6534757]
[paragraph, [672.0, 498.5, 1122.0, 52.5], ddqvad5jyj, 6534757]
[paragraph, [914.0, 558.0, 651.0, 52.5], fXhzGHyl5x, 6534757]
[section-title, [1014.0, 673.0, 443.0, 93.0], P7qwerCC1c, 6534757]
[sub-section-title, [741.0, 902.0, 989.0, 73.5], gGgJF4Evpc, 6534757]
[dateline, [217.0, 1144.0, 437.0, 52.5], fXwHMHbDDN, 6534757]
[dateline, [217.0, 1196.5, 437.0, 52.5], fXwHMHbDDN, 6534757]
[paragraph, [204.0, 1423.0, 334.0, 52.5], yO5rmv5t9N, 6534757]
[paragraph, [204.0, 1538.0, 2056.0, 52.5], cFG3jqO-VV, 6534757]
[paragraph, [204.0, 1590.5, 2056.0, 52.5], cFG3jqO-VV, 6534757]
[paragraph, [204.0, 1643.0, 2056.0, 52.5], cFG3jqO-VV, 6534757]
[paragraph, [204.0, 1695.5, 2056.0, 52.5], cFG3jqO-VV, 6534757]
[paragraph, [204.0, 1748.0, 2056.0, 52.5], cFG3jqO-VV, 6534757]
[paragraph, [204.0, 1800.5, 2056.0, 52.5], cFG3jqO-VV, 6534757]
[paragraph, [210.0, 1898.0, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 1950.5, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 2003.0, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 2055.5, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 2108.0, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 2160.5, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 2213.0, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 2265.5, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 2318.0, 2049.0, 52.5], SM_mB80vlG, 6534757]
[paragraph, [210.0, 2370.5, 2049.0, 52.5], SM_mB80vlG, 6534757]
[sub-section-title, [226.0, 2605.0, 583.0, 73.5], _uBjIBcB_T, 6534757]
[ordered-list, [213.0, 2748.0, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 2800.5, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 2853.0, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 2905.5, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 2958.0, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 3010.5, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 3063.0, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 3115.5, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 3168.0, 2059.0, 52.5], oXVKyaDXYC, 6534757]
[ordered-list, [213.0, 3220.5, 2059.0, 52.5], oXVKyaDXYC, 6534757]
