[1754, 1241]
[chapter-title, [402.0, 150.0, 432.0, 58.5], jqBpaNN3OH, 5708935]
[ordered-list, [140.0, 242.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 278.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 314.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 350.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 386.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 422.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 458.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 494.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 530.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 566.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 602.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 638.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 674.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 710.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 746.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 782.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 818.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 854.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 890.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 926.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 962.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 998.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1034.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1070.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1106.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1142.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1178.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1214.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1250.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1286.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1322.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1358.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1394.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1430.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1466.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1502.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[ordered-list, [140.0, 1538.0, 979.0, 36.0], shoonya_0sS66ZXD0BIORR, 5708935]
[sub-ordered-list, [168.0, 388.0, 948.0, 36.0], pOdfFG5Nrb, 5708935]
[sub-ordered-list, [168.0, 424.0, 948.0, 36.0], pOdfFG5Nrb, 5708935]
