[1461, 1123]
[section-title, [163.0, 154.0, 175.0, 30.0], NCY1Drpp5R, 5759075]
[unordered-list, [162.0, 216.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 234.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 252.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 270.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 288.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 306.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 324.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 342.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 360.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 378.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 396.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 414.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 432.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 450.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 468.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 486.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 504.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 522.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 540.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
[unordered-list, [162.0, 558.0, 805.0, 18.0], shoonya_3sJ0N67P5W27YO, 5759075]
