[2339, 1654]
[paragraph, [302.0, 194.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 230.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 266.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 302.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 338.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 374.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 410.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 446.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 482.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 518.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 554.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 590.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 626.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 662.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 698.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 734.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 770.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 806.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 842.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 878.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 914.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 950.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 986.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 1022.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 1058.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [302.0, 1094.0, 1167.0, 36.0], shoonya_1s07VBPDRIAP7J, 5754136]
[paragraph, [303.0, 1176.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1212.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1248.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1284.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1320.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1356.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1392.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1428.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1464.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1500.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1536.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1572.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1608.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1644.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1680.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1716.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1752.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1788.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[paragraph, [303.0, 1824.0, 1166.0, 36.0], shoonya_0sL6TS2TALN5IA, 5754136]
[reference, [305.0, 1931.0, 640.0, 36.0], gOFJBH9LWi, 5754136]
[reference, [305.0, 1967.0, 640.0, 36.0], gOFJBH9LWi, 5754136]
[reference, [305.0, 2003.0, 640.0, 36.0], gOFJBH9LWi, 5754136]
