[1320, 1176]
[chapter-title, [435.0, 170.0, 315.0, 30.0], fRZSf8GDbf, 5694512]
[author, [820.0, 229.0, 163.0, 18.0], 7k-ReCybz7, 5694512]
[author, [820.0, 247.0, 163.0, 18.0], 7k-ReCybz7, 5694512]
[jumpline, [167.0, 262.0, 186.0, 18.0], vyvV9EpNo9, 5694512]
[jumpline, [167.0, 280.0, 186.0, 18.0], vyvV9EpNo9, 5694512]
[jumpline, [167.0, 298.0, 186.0, 18.0], vyvV9EpNo9, 5694512]
[paragraph, [437.0, 262.0, 323.0, 18.0], UE4GB-FIa7, 5694512]
[paragraph, [437.0, 280.0, 323.0, 18.0], UE4GB-FIa7, 5694512]
[paragraph, [437.0, 298.0, 323.0, 18.0], UE4GB-FIa7, 5694512]
[paragraph, [437.0, 316.0, 323.0, 18.0], UE4GB-FIa7, 5694512]
[paragraph, [437.0, 334.0, 323.0, 18.0], UE4GB-FIa7, 5694512]
[paragraph, [437.0, 352.0, 323.0, 18.0], UE4GB-FIa7, 5694512]
[paragraph, [437.0, 370.0, 323.0, 18.0], UE4GB-FIa7, 5694512]
[paragraph, [768.0, 268.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 286.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 304.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 322.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 340.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 358.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 376.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 394.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 412.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [768.0, 430.0, 329.0, 18.0], COHGwWvU84, 5694512]
[paragraph, [84.0, 321.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 339.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 357.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 375.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 393.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 411.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 429.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 447.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 465.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 483.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 501.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 519.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 537.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 555.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 573.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 591.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 609.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 627.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 645.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 663.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 681.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [84.0, 699.0, 347.0, 18.0], 8wCTEBNcnw, 5694512]
[paragraph, [437.0, 407.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [437.0, 425.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [437.0, 443.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [437.0, 461.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [437.0, 479.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [437.0, 497.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [437.0, 515.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [437.0, 533.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [437.0, 551.0, 329.0, 18.0], PYX0Z3KCqM, 5694512]
[paragraph, [772.0, 464.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 482.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 500.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 518.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 536.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 554.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 572.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 590.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 608.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [772.0, 626.0, 327.0, 18.0], 3UfIvPsbrd, 5694512]
[paragraph, [435.0, 575.0, 333.0, 18.0], A870Muta30, 5694512]
[paragraph, [435.0, 593.0, 333.0, 18.0], A870Muta30, 5694512]
[paragraph, [435.0, 611.0, 333.0, 18.0], A870Muta30, 5694512]
[paragraph, [435.0, 628.0, 330.0, 18.0], Cls6LOu-3T, 5694512]
[paragraph, [435.0, 646.0, 330.0, 18.0], Cls6LOu-3T, 5694512]
[paragraph, [435.0, 664.0, 330.0, 18.0], Cls6LOu-3T, 5694512]
[paragraph, [435.0, 682.0, 330.0, 18.0], Cls6LOu-3T, 5694512]
[paragraph, [435.0, 700.0, 330.0, 18.0], Cls6LOu-3T, 5694512]
[paragraph, [775.0, 655.0, 326.0, 18.0], by2kNnamUA, 5694512]
[paragraph, [775.0, 673.0, 326.0, 18.0], by2kNnamUA, 5694512]
[paragraph, [775.0, 691.0, 326.0, 18.0], by2kNnamUA, 5694512]
