[1447, 1063]
[folio, [407.0, 49.0, 223.0, 18.0], 3Y8yF2_Zgg, 5762583]
[folio, [407.0, 67.0, 223.0, 18.0], 3Y8yF2_Zgg, 5762583]
[paragraph, [535.0, 95.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 113.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 131.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 149.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 167.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 185.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 203.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 221.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 239.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 257.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 275.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 293.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 311.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 329.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 347.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 365.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 383.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 401.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 419.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 437.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 455.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 473.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 491.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 509.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 527.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [535.0, 545.0, 434.0, 18.0], A29TXTdHDf, 5762583]
[paragraph, [90.0, 96.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 114.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 132.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 150.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 168.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 186.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 204.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 222.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 240.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[paragraph, [90.0, 258.0, 436.0, 18.0], shoonya_5sD1ZIXVWV693Y, 5762583]
[section-title, [91.0, 296.0, 191.0, 30.0], pYJp5cv9Yv, 5762583]
[paragraph, [92.0, 343.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 361.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 379.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 397.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 415.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 433.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 451.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 469.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 487.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[paragraph, [92.0, 505.0, 435.0, 18.0], shoonya_2s2DGJPXILLI9W, 5762583]
[section-title, [94.0, 547.0, 429.0, 30.0], _tn_6e2n-T, 5762583]
[section-title, [94.0, 577.0, 429.0, 30.0], _tn_6e2n-T, 5762583]
[paragraph, [535.0, 588.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [535.0, 606.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [535.0, 624.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [535.0, 642.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [535.0, 660.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [535.0, 678.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [535.0, 696.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [535.0, 714.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [535.0, 732.0, 431.0, 18.0], x8NR6zZlHU, 5762583]
[paragraph, [93.0, 628.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 646.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 664.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 682.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 700.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 718.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 736.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 754.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 772.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 790.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 808.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 826.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 844.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 862.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 880.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 898.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 916.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 934.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 952.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 970.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 988.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 1006.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 1024.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 1042.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 1060.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [93.0, 1078.0, 434.0, 18.0], LA3a-NRK3w, 5762583]
[paragraph, [536.0, 1080.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1098.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1116.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1134.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1152.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1170.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
[paragraph, [536.0, 1188.0, 433.0, 18.0], shoonya_7sZBVL4566B9G3, 5762583]
