[2200, 1700]
[paragraph, [389.0, 217.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 253.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 289.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 325.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 361.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 397.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 433.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 469.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 505.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 541.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 577.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 613.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [389.0, 649.0, 917.0, 36.0], shoonya_0sDCUIAIEJVM1D, 5687037]
[paragraph, [282.0, 735.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 771.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 807.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 843.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 879.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 915.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 951.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 987.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 1023.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 1059.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 1095.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 1131.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 1167.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [282.0, 1203.0, 1130.0, 36.0], shoonya_1sQX5RZ4LEYK24, 5687037]
[paragraph, [392.0, 1293.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1329.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1365.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1401.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1437.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1473.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1509.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1545.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1581.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1617.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1653.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1689.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [392.0, 1725.0, 901.0, 36.0], shoonya_3sGTW2SP2ZN6O6, 5687037]
[paragraph, [277.0, 1794.0, 1148.0, 36.0], shoonya_4sDX0IZBM3DO8I, 5687037]
[paragraph, [277.0, 1830.0, 1148.0, 36.0], shoonya_4sDX0IZBM3DO8I, 5687037]
[paragraph, [277.0, 1866.0, 1148.0, 36.0], shoonya_4sDX0IZBM3DO8I, 5687037]
[paragraph, [277.0, 1902.0, 1148.0, 36.0], shoonya_4sDX0IZBM3DO8I, 5687037]
