[2339, 1653]
[paragraph, [248.0, 246.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 282.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 318.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 354.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 390.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 426.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 462.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 498.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 534.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 570.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 606.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 642.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 678.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 714.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 750.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 786.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 822.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 858.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 894.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 930.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 966.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 1002.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 1038.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [248.0, 1074.0, 1155.0, 36.0], shoonya_0sQKVIF568W1S6, 5685697]
[paragraph, [251.0, 1150.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1186.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1222.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1258.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1294.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1330.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1366.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1402.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1438.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1474.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1510.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1546.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [251.0, 1582.0, 1150.0, 36.0], shoonya_1sTJFBTDD6PTTS, 5685697]
[paragraph, [258.0, 1637.0, 1139.0, 36.0], shoonya_3sGA6N49QJ53ND, 5685697]
[paragraph, [258.0, 1673.0, 1139.0, 36.0], shoonya_3sGA6N49QJ53ND, 5685697]
[paragraph, [258.0, 1709.0, 1139.0, 36.0], shoonya_3sGA6N49QJ53ND, 5685697]
[paragraph, [258.0, 1745.0, 1139.0, 36.0], shoonya_3sGA6N49QJ53ND, 5685697]
[paragraph, [258.0, 1781.0, 1139.0, 36.0], shoonya_3sGA6N49QJ53ND, 5685697]
[paragraph, [247.0, 1843.0, 1157.0, 36.0], shoonya_2s8NH89EA38DID, 5685697]
[paragraph, [247.0, 1879.0, 1157.0, 36.0], shoonya_2s8NH89EA38DID, 5685697]
[paragraph, [247.0, 1915.0, 1157.0, 36.0], shoonya_2s8NH89EA38DID, 5685697]
[paragraph, [247.0, 1951.0, 1157.0, 36.0], shoonya_2s8NH89EA38DID, 5685697]
[paragraph, [247.0, 1987.0, 1157.0, 36.0], shoonya_2s8NH89EA38DID, 5685697]
[paragraph, [247.0, 2023.0, 1157.0, 36.0], shoonya_2s8NH89EA38DID, 5685697]
[paragraph, [247.0, 2059.0, 1157.0, 36.0], shoonya_2s8NH89EA38DID, 5685697]
