[2456, 1771]
[section-title, [150.0, 149.0, 1291.0, 52.5], shoonya_10sA7DA041K1MU, 5656532]
[unordered-list, [474.0, 234.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[unordered-list, [474.0, 270.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[unordered-list, [474.0, 306.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[unordered-list, [474.0, 342.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[unordered-list, [474.0, 378.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[unordered-list, [474.0, 414.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[unordered-list, [474.0, 450.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[unordered-list, [474.0, 486.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[unordered-list, [474.0, 522.0, 1134.0, 36.0], shoonya_13s5UBCE9C7FW0, 5656532]
[section-title, [195.0, 626.0, 900.0, 52.5], shoonya_12sOU2ZTVQSPHM, 5656532]
[ordered-list, [353.0, 702.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 738.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 774.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 810.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 846.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 882.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 918.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 954.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 990.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1026.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1062.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1098.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1134.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1170.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1206.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1242.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1278.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1314.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1350.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1386.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1422.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1458.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1494.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1530.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1566.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1602.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1638.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1674.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1710.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1746.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1782.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1818.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1854.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1890.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1926.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1962.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 1998.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 2034.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 2070.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 2106.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 2142.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 2178.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 2214.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[ordered-list, [353.0, 2250.0, 1258.0, 36.0], vTzvowCwre, 5656532]
[sub-ordered-list, [389.0, 758.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 794.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 830.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 866.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 902.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 938.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 974.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1010.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1046.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1082.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1118.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1154.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1190.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1226.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1262.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1298.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1334.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1370.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[sub-ordered-list, [389.0, 1406.0, 1193.0, 36.0], JFHB0JnWEQ, 5656532]
[subsub-unordered-list, [443.0, 823.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 841.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 859.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 877.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 895.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 913.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 931.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 949.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 967.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 985.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 1003.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 1021.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 1039.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 1057.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 1075.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 1093.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 1111.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
[subsub-unordered-list, [443.0, 1129.0, 1113.0, 18.0], shoonya_1sLTBWRXM77QH0, 5656532]
