[1806, 1178]
[ordered-list, [119.0, 67.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 103.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 139.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 175.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 211.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 247.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 283.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 319.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 355.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 391.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 427.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 463.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 499.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 535.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 571.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 607.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 643.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 679.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 715.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 751.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 787.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 823.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 859.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 895.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 931.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 967.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1003.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1039.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1075.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1111.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1147.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1183.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1219.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1255.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1291.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1327.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1363.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1399.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1435.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1471.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1507.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[ordered-list, [119.0, 1543.0, 969.0, 36.0], UZ_osx-Ea_, 5751345]
[sub-ordered-list, [362.0, 601.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 637.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 673.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 709.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 745.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 781.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 817.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 853.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 889.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 925.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[sub-ordered-list, [362.0, 961.0, 727.0, 36.0], shoonya_0sDJVWMW9KJ7SH, 5751345]
[reference, [782.0, 696.0, 292.0, 36.0], D7e3tsNfFY, 5751345]
[reference, [779.0, 829.0, 292.0, 36.0], OmUXax0EN2, 5751345]
[reference, [779.0, 963.0, 292.0, 36.0], 2x9PLAmyAf, 5751345]
[folio, [557.0, 1611.0, 143.0, 36.0], MweRGWdvK7, 5751345]
