[1806, 1262]
[folio, [182.0, 118.0, 495.0, 36.0], shoonya_1s45ZTV2N6XBER, 5681603]
[paragraph, [654.0, 187.0, 503.0, 36.0], zCKZWpxcUY, 5681603]
[paragraph, [654.0, 223.0, 503.0, 36.0], zCKZWpxcUY, 5681603]
[paragraph, [654.0, 259.0, 503.0, 36.0], zCKZWpxcUY, 5681603]
[paragraph, [654.0, 295.0, 503.0, 36.0], zCKZWpxcUY, 5681603]
[paragraph, [654.0, 331.0, 503.0, 36.0], zCKZWpxcUY, 5681603]
[paragraph, [113.0, 192.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 228.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 264.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 300.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 336.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 372.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 408.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 444.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 480.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 516.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 552.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 588.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 624.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 660.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 696.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 732.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 768.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 804.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 840.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 876.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 912.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 948.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 984.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1020.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1056.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1092.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1128.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1164.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1200.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1236.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1272.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1308.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1344.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1380.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1416.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1452.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1488.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1524.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1560.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1596.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1632.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [113.0, 1668.0, 508.0, 36.0], shoonya_3s08Y96Y1UJ69O, 5681603]
[paragraph, [654.0, 378.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 414.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 450.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 486.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 522.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 558.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 594.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 630.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 666.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 702.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 738.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 774.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 810.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 846.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [654.0, 882.0, 503.0, 36.0], wpcl-qw3zC, 5681603]
[paragraph, [668.0, 952.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 988.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1024.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1060.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1096.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1132.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1168.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1204.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1240.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1276.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1312.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1348.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1384.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1420.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1456.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1492.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1528.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1564.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1600.0, 498.0, 36.0], vobH5oAOPz, 5681603]
[paragraph, [668.0, 1636.0, 498.0, 36.0], vobH5oAOPz, 5681603]
