[1261, 861]
[chapter-title, [347.0, 52.0, 236.0, 30.0], shoonya_0sIFO0WI0DWF55, 5776212]
[paragraph, [140.0, 92.0, 655.0, 18.0], E4gLMcmu3s, 5776212]
[paragraph, [140.0, 110.0, 655.0, 18.0], E4gLMcmu3s, 5776212]
[paragraph, [140.0, 128.0, 655.0, 18.0], E4gLMcmu3s, 5776212]
[paragraph, [140.0, 146.0, 655.0, 18.0], E4gLMcmu3s, 5776212]
[paragraph, [140.0, 164.0, 655.0, 18.0], E4gLMcmu3s, 5776212]
[paragraph, [140.0, 182.0, 655.0, 18.0], E4gLMcmu3s, 5776212]
[paragraph, [140.0, 200.0, 655.0, 18.0], E4gLMcmu3s, 5776212]
[paragraph, [140.0, 218.0, 655.0, 18.0], E4gLMcmu3s, 5776212]
[paragraph, [139.0, 243.0, 659.0, 18.0], AxMqVnps3-, 5776212]
[paragraph, [139.0, 261.0, 659.0, 18.0], AxMqVnps3-, 5776212]
[paragraph, [139.0, 279.0, 659.0, 18.0], AxMqVnps3-, 5776212]
[paragraph, [139.0, 297.0, 659.0, 18.0], AxMqVnps3-, 5776212]
[paragraph, [139.0, 315.0, 659.0, 18.0], AxMqVnps3-, 5776212]
[paragraph, [139.0, 333.0, 659.0, 18.0], AxMqVnps3-, 5776212]
[paragraph, [137.0, 368.0, 661.0, 18.0], HpLUAHnyNI, 5776212]
[paragraph, [137.0, 386.0, 661.0, 18.0], HpLUAHnyNI, 5776212]
[paragraph, [137.0, 404.0, 661.0, 18.0], HpLUAHnyNI, 5776212]
[paragraph, [137.0, 422.0, 661.0, 18.0], HpLUAHnyNI, 5776212]
[paragraph, [137.0, 440.0, 661.0, 18.0], HpLUAHnyNI, 5776212]
[paragraph, [137.0, 458.0, 661.0, 18.0], HpLUAHnyNI, 5776212]
[paragraph, [137.0, 495.0, 661.0, 18.0], 7CSGt3PXWl, 5776212]
[paragraph, [137.0, 513.0, 661.0, 18.0], 7CSGt3PXWl, 5776212]
[paragraph, [137.0, 531.0, 661.0, 18.0], 7CSGt3PXWl, 5776212]
[paragraph, [137.0, 549.0, 661.0, 18.0], 7CSGt3PXWl, 5776212]
[paragraph, [137.0, 569.0, 660.0, 18.0], d8NI-atttJ, 5776212]
[paragraph, [137.0, 587.0, 660.0, 18.0], d8NI-atttJ, 5776212]
[paragraph, [137.0, 605.0, 660.0, 18.0], d8NI-atttJ, 5776212]
[paragraph, [137.0, 623.0, 660.0, 18.0], d8NI-atttJ, 5776212]
[paragraph, [137.0, 641.0, 660.0, 18.0], d8NI-atttJ, 5776212]
[paragraph, [136.0, 667.0, 663.0, 18.0], ZecdJa5zKg, 5776212]
[paragraph, [136.0, 685.0, 663.0, 18.0], ZecdJa5zKg, 5776212]
[paragraph, [136.0, 703.0, 663.0, 18.0], ZecdJa5zKg, 5776212]
[paragraph, [136.0, 721.0, 663.0, 18.0], ZecdJa5zKg, 5776212]
[paragraph, [136.0, 739.0, 663.0, 18.0], ZecdJa5zKg, 5776212]
[paragraph, [137.0, 771.0, 663.0, 18.0], QDJWI3KX7j, 5776212]
[paragraph, [137.0, 789.0, 663.0, 18.0], QDJWI3KX7j, 5776212]
[paragraph, [137.0, 817.0, 662.0, 18.0], dpNyjCeDnx, 5776212]
[paragraph, [137.0, 835.0, 662.0, 18.0], dpNyjCeDnx, 5776212]
[paragraph, [137.0, 853.0, 662.0, 18.0], dpNyjCeDnx, 5776212]
[paragraph, [137.0, 871.0, 662.0, 18.0], dpNyjCeDnx, 5776212]
[paragraph, [139.0, 898.0, 663.0, 18.0], QcD30-0nGE, 5776212]
[paragraph, [139.0, 916.0, 663.0, 18.0], QcD30-0nGE, 5776212]
[paragraph, [139.0, 934.0, 663.0, 18.0], QcD30-0nGE, 5776212]
[paragraph, [139.0, 952.0, 663.0, 18.0], QcD30-0nGE, 5776212]
[paragraph, [139.0, 970.0, 663.0, 18.0], QcD30-0nGE, 5776212]
[paragraph, [139.0, 988.0, 663.0, 18.0], QcD30-0nGE, 5776212]
[paragraph, [139.0, 1014.0, 664.0, 18.0], bkj5ohx7Ox, 5776212]
[paragraph, [139.0, 1032.0, 664.0, 18.0], bkj5ohx7Ox, 5776212]
[paragraph, [139.0, 1050.0, 664.0, 18.0], bkj5ohx7Ox, 5776212]
[paragraph, [139.0, 1068.0, 664.0, 18.0], bkj5ohx7Ox, 5776212]
