[1008, 612]
[ordered-list, [52.0, 58.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 76.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 94.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 112.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 130.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 148.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 166.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 184.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 202.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 220.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 238.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 256.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 274.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 292.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 310.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 328.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 346.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 364.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 382.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 400.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 418.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 436.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 454.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 472.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 490.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 508.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 526.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 544.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 562.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 580.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 598.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 616.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 634.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 652.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 670.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 688.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
[ordered-list, [52.0, 706.0, 514.0, 18.0], Nx3EEXlAmD, 5717407]
