[515, 727]
[contact-info, [84.0, 39.0, 84.0, 18.0], 84s0Bv-7zb, 6533116]
[contact-info, [84.0, 57.0, 84.0, 18.0], 84s0Bv-7zb, 6533116]
[contact-info, [84.0, 75.0, 84.0, 18.0], 84s0Bv-7zb, 6533116]
[contact-info, [84.0, 93.0, 84.0, 18.0], 84s0Bv-7zb, 6533116]
[paragraph, [414.0, 63.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 81.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 99.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 117.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 135.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 153.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 171.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 189.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 207.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 225.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 243.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 261.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 279.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 297.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 315.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 333.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 351.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 369.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 387.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[paragraph, [414.0, 405.0, 273.0, 18.0], shoonya_0sGCT9HKPENLS5, 6533116]
[contact-info, [202.0, 364.0, 103.0, 18.0], DKCA39wHAa, 6533116]
[contact-info, [202.0, 382.0, 103.0, 18.0], DKCA39wHAa, 6533116]
[contact-info, [202.0, 400.0, 103.0, 18.0], DKCA39wHAa, 6533116]
[contact-info, [202.0, 418.0, 103.0, 18.0], DKCA39wHAa, 6533116]
[author, [588.0, 427.0, 75.0, 18.0], yV5KxHGH6N, 6533116]
