[2000, 1414]
[section-title, [500.0, 681.0, 423.0, 52.5], shoonya_2s9X4AT5MP0GIW, 6491690]
[section-title, [500.0, 733.5, 423.0, 52.5], shoonya_2s9X4AT5MP0GIW, 6491690]
[paragraph, [502.0, 821.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 857.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 893.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 929.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 965.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1001.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1037.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1073.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1109.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1145.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1181.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1217.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1253.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[paragraph, [502.0, 1289.0, 864.0, 36.0], shoonya_0sFMHNGWN834YD, 6491690]
[author, [586.0, 1779.0, 261.0, 36.0], te9MlQjWC6, 6491690]
[folio, [64.0, 1870.0, 364.0, 36.0], shoonya_6sGVV8195X90TQ, 6491690]
[folio, [1177.0, 1879.0, 189.0, 36.0], shoonya_3sHZXEKWCKL71Q, 6491690]
