[1280, 932]
[chapter-title, [265.0, 44.0, 293.0, 30.0], shoonya_0sQAXULIAXJ65B, 5776689]
[paragraph, [85.0, 90.0, 662.0, 18.0], ZnR80KGvN2, 5776689]
[paragraph, [85.0, 108.0, 662.0, 18.0], ZnR80KGvN2, 5776689]
[paragraph, [85.0, 141.0, 665.0, 18.0], iyidvrphVX, 5776689]
[paragraph, [85.0, 159.0, 665.0, 18.0], iyidvrphVX, 5776689]
[paragraph, [85.0, 177.0, 665.0, 18.0], iyidvrphVX, 5776689]
[paragraph, [85.0, 195.0, 665.0, 18.0], iyidvrphVX, 5776689]
[paragraph, [83.0, 220.0, 667.0, 18.0], -KdmACXH9Q, 5776689]
[paragraph, [83.0, 238.0, 667.0, 18.0], -KdmACXH9Q, 5776689]
[paragraph, [82.0, 264.0, 670.0, 18.0], 6ypUp_bA6f, 5776689]
[paragraph, [82.0, 296.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 314.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 332.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 350.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 368.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 386.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 404.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 422.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 440.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 458.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 476.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [82.0, 494.0, 665.0, 18.0], 326OEOm-RG, 5776689]
[paragraph, [81.0, 520.0, 662.0, 18.0], rZDKXxpB1s, 5776689]
[paragraph, [81.0, 538.0, 662.0, 18.0], rZDKXxpB1s, 5776689]
[paragraph, [76.0, 571.0, 661.0, 18.0], rxnY0nsPt5, 5776689]
[paragraph, [75.0, 597.0, 671.0, 18.0], IsfXDVizAx, 5776689]
[paragraph, [74.0, 617.0, 674.0, 18.0], 4PEukUM2-0, 5776689]
[paragraph, [74.0, 635.0, 674.0, 18.0], 4PEukUM2-0, 5776689]
[paragraph, [74.0, 653.0, 674.0, 18.0], 4PEukUM2-0, 5776689]
[paragraph, [74.0, 671.0, 674.0, 18.0], 4PEukUM2-0, 5776689]
[paragraph, [74.0, 689.0, 674.0, 18.0], 4PEukUM2-0, 5776689]
[paragraph, [75.0, 718.0, 674.0, 18.0], uf5h1gkAbN, 5776689]
[paragraph, [75.0, 736.0, 674.0, 18.0], uf5h1gkAbN, 5776689]
[paragraph, [75.0, 754.0, 674.0, 18.0], uf5h1gkAbN, 5776689]
[paragraph, [75.0, 772.0, 674.0, 18.0], uf5h1gkAbN, 5776689]
[paragraph, [75.0, 790.0, 674.0, 18.0], uf5h1gkAbN, 5776689]
[paragraph, [75.0, 808.0, 674.0, 18.0], uf5h1gkAbN, 5776689]
[paragraph, [75.0, 826.0, 674.0, 18.0], uf5h1gkAbN, 5776689]
[paragraph, [75.0, 844.0, 674.0, 18.0], uf5h1gkAbN, 5776689]
[paragraph, [71.0, 876.0, 678.0, 18.0], YfiKJLhxMU, 5776689]
[paragraph, [71.0, 894.0, 678.0, 18.0], YfiKJLhxMU, 5776689]
[paragraph, [67.0, 915.0, 680.0, 18.0], muqitwKspl, 5776689]
[paragraph, [67.0, 933.0, 680.0, 18.0], muqitwKspl, 5776689]
[paragraph, [69.0, 967.0, 685.0, 18.0], Qn1laJ64vP, 5776689]
[paragraph, [69.0, 985.0, 685.0, 18.0], Qn1laJ64vP, 5776689]
[paragraph, [69.0, 1019.0, 683.0, 18.0], 8pdt_Imzd2, 5776689]
[paragraph, [69.0, 1037.0, 683.0, 18.0], 8pdt_Imzd2, 5776689]
[paragraph, [69.0, 1055.0, 683.0, 18.0], 8pdt_Imzd2, 5776689]
[paragraph, [69.0, 1073.0, 683.0, 18.0], 8pdt_Imzd2, 5776689]
[paragraph, [69.0, 1091.0, 683.0, 18.0], 8pdt_Imzd2, 5776689]
