[1754, 1241]
[section-title, [638.0, 101.0, 298.0, 49.5], shoonya_3sU56IFYC1U24H, 5716159]
[section-title, [638.0, 150.5, 298.0, 49.5], shoonya_3sU56IFYC1U24H, 5716159]
[section-title, [111.0, 108.0, 437.0, 49.5], shoonya_4sNDFJK1USGHSH, 5716159]
[unordered-list, [113.0, 199.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 235.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 271.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 307.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 343.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 379.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 415.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 451.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 487.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 523.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 559.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 595.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 631.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 667.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 703.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 739.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 775.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 811.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 847.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 883.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 919.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 955.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 991.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1027.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1063.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1099.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1135.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1171.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1207.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1243.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1279.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1315.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1351.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1387.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1423.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1459.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1495.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1531.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [113.0, 1567.0, 502.0, 36.0], shoonya_0sN0HO8YXSCQJL, 5716159]
[unordered-list, [623.0, 204.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 240.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 276.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 312.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 348.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 384.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 420.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 456.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 492.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 528.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 564.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 600.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 636.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 672.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 708.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 744.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 780.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 816.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 852.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 888.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 924.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 960.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 996.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1032.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1068.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1104.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1140.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1176.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1212.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1248.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1284.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1320.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1356.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1392.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1428.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1464.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1500.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[unordered-list, [623.0, 1536.0, 547.0, 36.0], shoonya_5sS9Y9W14LO54T, 5716159]
[folio, [640.0, 1591.0, 516.0, 36.0], ZGZylL2Xu6, 5716159]
[folio, [110.0, 1616.0, 441.0, 36.0], shoonya_1s956MULCZVYPU, 5716159]
