[1300, 827]
[section-title, [326.0, 129.0, 173.0, 30.0], shoonya_1s6H5OQSIVND7C, 5748246]
[paragraph, [64.0, 237.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 255.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 273.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 291.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 309.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 327.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 345.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 363.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 381.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 399.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 417.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 435.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [64.0, 453.0, 694.0, 18.0], shoonya_2sKGCSVQRD881B, 5748246]
[paragraph, [56.0, 488.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 506.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 524.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 542.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 560.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 578.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 596.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 614.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 632.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 650.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 668.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 686.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 704.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 722.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 740.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 758.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 776.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 794.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 812.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 830.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 848.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 866.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 884.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 902.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 920.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 938.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 956.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 974.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 992.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1010.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1028.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1046.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1064.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1082.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1100.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1118.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1136.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1154.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1172.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[paragraph, [56.0, 1190.0, 711.0, 18.0], shoonya_0sDGOA2VSA1F8T, 5748246]
[footnote, [511.0, 1259.0, 262.0, 18.0], rG5guFnLcd, 5748246]
