[2339, 1654]
[folio, [1241.0, 53.0, 244.0, 36.0], LRXXZyYCem, 5751478]
[paragraph, [48.0, 107.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 143.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 179.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 215.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 251.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 287.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 323.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 359.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 395.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 431.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 467.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 503.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 539.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 575.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 611.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 647.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 683.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 719.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 755.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 791.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 827.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 863.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 899.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 935.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 971.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1007.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1043.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1079.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1115.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1151.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1187.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1223.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1259.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1295.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1331.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1367.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1403.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1439.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [48.0, 1475.0, 1428.0, 36.0], shoonya_1sEU44CLZ8CX23, 5751478]
[paragraph, [21.0, 1508.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1544.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1580.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1616.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1652.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1688.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1724.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1760.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1796.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1832.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1868.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1904.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1940.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 1976.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 2012.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 2048.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[paragraph, [21.0, 2084.0, 1445.0, 36.0], shoonya_0sBX1RS5L3QKFR, 5751478]
[reference, [35.0, 2181.0, 605.0, 36.0], xHmfLNyF8I, 5751478]
[reference, [35.0, 2217.0, 605.0, 36.0], xHmfLNyF8I, 5751478]
