[1650, 1275]
[paragraph, [115.0, 107.0, 508.0, 36.0], shoonya_3s30FURP1HXIHR, 5722250]
[paragraph, [115.0, 143.0, 508.0, 36.0], shoonya_3s30FURP1HXIHR, 5722250]
[paragraph, [115.0, 179.0, 508.0, 36.0], shoonya_3s30FURP1HXIHR, 5722250]
[paragraph, [115.0, 215.0, 508.0, 36.0], shoonya_3s30FURP1HXIHR, 5722250]
[paragraph, [115.0, 251.0, 508.0, 36.0], shoonya_3s30FURP1HXIHR, 5722250]
[paragraph, [640.0, 107.0, 509.0, 36.0], shoonya_8sJ1FKJQ7CLBA3, 5722250]
[paragraph, [640.0, 143.0, 509.0, 36.0], shoonya_8sJ1FKJQ7CLBA3, 5722250]
[paragraph, [640.0, 179.0, 509.0, 36.0], shoonya_8sJ1FKJQ7CLBA3, 5722250]
[paragraph, [640.0, 215.0, 509.0, 36.0], shoonya_8sJ1FKJQ7CLBA3, 5722250]
[paragraph, [640.0, 251.0, 509.0, 36.0], shoonya_8sJ1FKJQ7CLBA3, 5722250]
[paragraph, [640.0, 287.0, 509.0, 36.0], shoonya_8sJ1FKJQ7CLBA3, 5722250]
[paragraph, [112.0, 352.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [112.0, 388.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [112.0, 424.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [112.0, 460.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [112.0, 496.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [112.0, 532.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [112.0, 568.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [112.0, 604.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [112.0, 640.0, 508.0, 36.0], shoonya_2s1ZODBOWT2Z4A, 5722250]
[paragraph, [640.0, 352.0, 509.0, 36.0], shoonya_7s423XH0AWXGTJ, 5722250]
[paragraph, [640.0, 388.0, 509.0, 36.0], shoonya_7s423XH0AWXGTJ, 5722250]
[paragraph, [640.0, 424.0, 509.0, 36.0], shoonya_7s423XH0AWXGTJ, 5722250]
[paragraph, [640.0, 460.0, 509.0, 36.0], shoonya_7s423XH0AWXGTJ, 5722250]
[paragraph, [641.0, 556.0, 508.0, 36.0], shoonya_4sPBHIDX35CBP3, 5722250]
[paragraph, [641.0, 592.0, 508.0, 36.0], shoonya_4sPBHIDX35CBP3, 5722250]
[paragraph, [641.0, 628.0, 508.0, 36.0], shoonya_4sPBHIDX35CBP3, 5722250]
[paragraph, [641.0, 664.0, 508.0, 36.0], shoonya_4sPBHIDX35CBP3, 5722250]
[paragraph, [641.0, 700.0, 508.0, 36.0], shoonya_4sPBHIDX35CBP3, 5722250]
[sub-headline, [146.0, 716.0, 421.0, 36.0], shoonya_15sEW1JSI9CZS6, 5722250]
[paragraph, [641.0, 742.0, 509.0, 36.0], shoonya_6sNUK1Y50FXNT6, 5722250]
[paragraph, [641.0, 778.0, 509.0, 36.0], shoonya_6sNUK1Y50FXNT6, 5722250]
[paragraph, [641.0, 814.0, 509.0, 36.0], shoonya_6sNUK1Y50FXNT6, 5722250]
[paragraph, [641.0, 850.0, 509.0, 36.0], shoonya_6sNUK1Y50FXNT6, 5722250]
[paragraph, [641.0, 886.0, 509.0, 36.0], shoonya_6sNUK1Y50FXNT6, 5722250]
[paragraph, [641.0, 922.0, 509.0, 36.0], shoonya_6sNUK1Y50FXNT6, 5722250]
[paragraph, [118.0, 774.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 810.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 846.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 882.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 918.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 954.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 990.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 1026.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 1062.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 1098.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 1134.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 1170.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 1206.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [118.0, 1242.0, 508.0, 36.0], shoonya_0sJEJM4HJ3D9QL, 5722250]
[paragraph, [641.0, 1007.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1043.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1079.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1115.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1151.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1187.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1223.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1259.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1295.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [641.0, 1331.0, 508.0, 36.0], shoonya_1s9NE8YIH4YA1S, 5722250]
[paragraph, [117.0, 1323.0, 507.0, 36.0], shoonya_5sG40FSM2OGYLE, 5722250]
[paragraph, [117.0, 1359.0, 507.0, 36.0], shoonya_5sG40FSM2OGYLE, 5722250]
[paragraph, [117.0, 1395.0, 507.0, 36.0], shoonya_5sG40FSM2OGYLE, 5722250]
[paragraph, [117.0, 1431.0, 507.0, 36.0], shoonya_5sG40FSM2OGYLE, 5722250]
[paragraph, [117.0, 1467.0, 507.0, 36.0], shoonya_5sG40FSM2OGYLE, 5722250]
[paragraph, [117.0, 1503.0, 507.0, 36.0], shoonya_5sG40FSM2OGYLE, 5722250]
[paragraph, [641.0, 1407.0, 508.0, 36.0], shoonya_9sOZU5R40HGV5K, 5722250]
[paragraph, [641.0, 1443.0, 508.0, 36.0], shoonya_9sOZU5R40HGV5K, 5722250]
[paragraph, [641.0, 1479.0, 508.0, 36.0], shoonya_9sOZU5R40HGV5K, 5722250]
