[1388, 886]
[folio, [31.0, 66.0, 155.0, 18.0], shoonya_2sALB2VJ2YTENP, 5742777]
[folio, [31.0, 84.0, 155.0, 18.0], shoonya_2sALB2VJ2YTENP, 5742777]
[folio, [387.0, 69.0, 85.0, 18.0], Inv0Y_IpuJ, 5742777]
[folio, [387.0, 87.0, 85.0, 18.0], Inv0Y_IpuJ, 5742777]
[paragraph, [34.0, 128.0, 392.0, 18.0], NZ_3HZCg12, 5742777]
[paragraph, [34.0, 146.0, 392.0, 18.0], NZ_3HZCg12, 5742777]
[paragraph, [34.0, 164.0, 392.0, 18.0], NZ_3HZCg12, 5742777]
[paragraph, [34.0, 182.0, 392.0, 18.0], NZ_3HZCg12, 5742777]
[paragraph, [449.0, 128.0, 394.0, 18.0], l_UjCYuGg6, 5742777]
[paragraph, [449.0, 146.0, 394.0, 18.0], l_UjCYuGg6, 5742777]
[paragraph, [449.0, 164.0, 394.0, 18.0], l_UjCYuGg6, 5742777]
[paragraph, [449.0, 182.0, 394.0, 18.0], l_UjCYuGg6, 5742777]
[paragraph, [448.0, 216.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 234.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 252.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 270.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 288.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 306.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 324.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 342.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 360.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 378.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 396.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 414.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 432.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 450.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 468.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 486.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 504.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 522.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 540.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 558.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 576.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 594.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 612.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 630.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 648.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 666.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 684.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 702.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 720.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 738.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 756.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 774.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 792.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 810.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 828.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 846.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 864.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 882.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 900.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 918.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 936.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 954.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 972.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 990.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1008.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1026.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1044.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1062.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1080.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1098.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1116.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1134.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1152.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1170.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1188.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1206.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1224.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1242.0, 407.0, 18.0], wf08LX93wB, 5742777]
[paragraph, [448.0, 1260.0, 407.0, 18.0], wf08LX93wB, 5742777]
