[1372, 849]
[section-title, [199.0, 186.0, 439.0, 30.0], shoonya_3sETZZKX8KVC7E, 5710298]
[paragraph, [44.0, 271.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 289.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 307.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 325.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 343.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 361.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 379.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 397.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 415.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 433.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [44.0, 451.0, 746.0, 18.0], w9gqFWxtFF, 5710298]
[paragraph, [42.0, 481.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 499.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 517.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 535.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 553.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 571.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 589.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 607.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 625.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 643.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 661.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 679.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 697.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 715.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 733.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 751.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 769.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 787.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 805.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 823.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 841.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 859.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 877.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 895.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 913.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 931.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 949.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 967.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 985.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1003.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1021.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1039.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1057.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1075.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1093.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1111.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1129.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1147.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1165.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1183.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1201.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [42.0, 1219.0, 769.0, 18.0], shoonya_0s5B352YG726GL, 5710298]
[paragraph, [44.0, 1250.0, 768.0, 18.0], shoonya_1sNBQDVUUIJ1GQ, 5710298]
[paragraph, [44.0, 1268.0, 768.0, 18.0], shoonya_1sNBQDVUUIJ1GQ, 5710298]
[paragraph, [44.0, 1286.0, 768.0, 18.0], shoonya_1sNBQDVUUIJ1GQ, 5710298]
