[1390, 1023]
[chapter-title, [140.0, 120.0, 517.0, 30.0], rQbNQpcToK, 6470164]
[paragraph, [117.0, 231.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 249.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 267.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 285.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 303.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 321.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 339.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 357.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 375.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 393.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 411.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 429.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 447.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 465.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 483.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 501.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 519.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 537.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 555.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 573.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 591.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 609.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 627.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 645.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 663.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 681.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 699.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 717.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 735.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [117.0, 753.0, 343.0, 18.0], bV5YadKyyy, 6470164]
[paragraph, [114.0, 806.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 824.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 842.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 860.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 878.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 896.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 914.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 932.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 950.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 968.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 986.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 1004.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [114.0, 1022.0, 341.0, 18.0], shoonya_2sEJ4KR08ZZRN0, 6470164]
[paragraph, [108.0, 1055.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1073.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1091.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1109.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1127.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1145.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1163.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1181.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1199.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1217.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1235.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1253.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[paragraph, [108.0, 1271.0, 843.0, 18.0], shoonya_3sVNZ3I9SVJ7TO, 6470164]
[folio, [120.0, 1309.0, 278.0, 18.0], v2BYm7NUDC, 6470164]
