[1329, 1754]
[section-title, [675.0, 21.0, 399.0, 30.0], x7wbBPailm, 5726025]
[headline, [1227.0, 48.0, 471.0, 25.5], JnDqGBc040, 5726025]
[headline, [1227.0, 73.5, 471.0, 25.5], JnDqGBc040, 5726025]
[headline, [1227.0, 99.0, 471.0, 25.5], JnDqGBc040, 5726025]
[headline, [1227.0, 124.5, 471.0, 25.5], JnDqGBc040, 5726025]
[headline, [1227.0, 150.0, 471.0, 25.5], JnDqGBc040, 5726025]
[unordered-list, [26.0, 78.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 96.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 114.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 132.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 150.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 168.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 186.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 204.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 222.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 240.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 258.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 276.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 294.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 312.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 330.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [26.0, 348.0, 515.0, 18.0], QjqnfC_f6s, 5726025]
[unordered-list, [607.0, 81.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 99.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 117.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 135.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 153.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 171.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 189.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 207.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 225.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 243.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 261.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 279.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 297.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 315.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 333.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 351.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 369.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 387.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 405.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 423.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 441.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 459.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
[unordered-list, [607.0, 477.0, 537.0, 18.0], cYoxfM9e4-, 5726025]
