[3509, 2480]
[paragraph, [269.0, 425.0, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 477.5, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 530.0, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 582.5, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 635.0, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 687.5, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 740.0, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 792.5, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 845.0, 1940.0, 52.5], shoonya_0sWFOGIYQLPVMN, 5720936]
[paragraph, [269.0, 914.0, 1946.0, 52.5], 2QRGcM1NnN, 5720936]
[paragraph, [269.0, 966.5, 1946.0, 52.5], 2QRGcM1NnN, 5720936]
[paragraph, [269.0, 1019.0, 1946.0, 52.5], 2QRGcM1NnN, 5720936]
[paragraph, [269.0, 1071.5, 1946.0, 52.5], 2QRGcM1NnN, 5720936]
[paragraph, [269.0, 1124.0, 1946.0, 52.5], 2QRGcM1NnN, 5720936]
[paragraph, [269.0, 1176.5, 1946.0, 52.5], 2QRGcM1NnN, 5720936]
[paragraph, [269.0, 1229.0, 1946.0, 52.5], 2QRGcM1NnN, 5720936]
[paragraph, [272.0, 1298.0, 1946.0, 52.5], POqzfT2-3U, 5720936]
[paragraph, [272.0, 1350.5, 1946.0, 52.5], POqzfT2-3U, 5720936]
[paragraph, [272.0, 1403.0, 1946.0, 52.5], POqzfT2-3U, 5720936]
[paragraph, [269.0, 1475.0, 1943.0, 52.5], hj5JADsaf6, 5720936]
[paragraph, [269.0, 1527.5, 1943.0, 52.5], hj5JADsaf6, 5720936]
[paragraph, [269.0, 1624.0, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 1676.5, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 1729.0, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 1781.5, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 1834.0, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 1886.5, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 1939.0, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 1991.5, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 2044.0, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 2096.5, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 2149.0, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 2201.5, 1946.0, 52.5], SSYChFVb9e, 5720936]
[paragraph, [269.0, 2265.0, 1959.0, 52.5], T2qSu1ti4C, 5720936]
[paragraph, [269.0, 2317.5, 1959.0, 52.5], T2qSu1ti4C, 5720936]
[paragraph, [269.0, 2370.0, 1959.0, 52.5], T2qSu1ti4C, 5720936]
[paragraph, [269.0, 2422.5, 1959.0, 52.5], T2qSu1ti4C, 5720936]
[paragraph, [269.0, 2498.0, 1952.0, 52.5], 7CRghuz9Jb, 5720936]
[paragraph, [269.0, 2550.5, 1952.0, 52.5], 7CRghuz9Jb, 5720936]
[paragraph, [279.0, 2650.0, 1689.0, 52.5], kemU7RpegA, 5720936]
[paragraph, [272.0, 2743.0, 1946.0, 52.5], IPE5tWh1xT, 5720936]
[paragraph, [272.0, 2795.5, 1946.0, 52.5], IPE5tWh1xT, 5720936]
[paragraph, [272.0, 2848.0, 1946.0, 52.5], IPE5tWh1xT, 5720936]
[paragraph, [272.0, 2900.5, 1946.0, 52.5], IPE5tWh1xT, 5720936]
[paragraph, [272.0, 2953.0, 1946.0, 52.5], IPE5tWh1xT, 5720936]
[paragraph, [272.0, 3005.5, 1946.0, 52.5], IPE5tWh1xT, 5720936]
