[2000, 1414]
[headline, [19.0, 67.0, 883.0, 67.5], uhC87qIQsp, 6490904]
[headline, [19.0, 134.5, 883.0, 67.5], uhC87qIQsp, 6490904]
[headline, [19.0, 202.0, 883.0, 67.5], uhC87qIQsp, 6490904]
[headline, [19.0, 269.5, 883.0, 67.5], uhC87qIQsp, 6490904]
[headline, [19.0, 337.0, 883.0, 67.5], uhC87qIQsp, 6490904]
[ordered-list, [0.0, 498.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 534.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 570.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 606.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 642.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 678.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 714.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 750.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 786.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 822.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 858.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 894.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 930.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 966.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1002.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1038.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1074.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1110.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1146.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1182.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1218.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1254.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1290.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1326.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1362.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1398.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1434.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1470.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1506.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1542.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1578.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1614.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1650.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1686.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1722.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1758.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1794.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[ordered-list, [0.0, 1830.0, 1413.0, 36.0], YZ8tzYzx-l, 6490904]
[section-title, [24.0, 588.0, 367.0, 52.5], PDs_D9Jqtb, 6490904]
[section-title, [24.0, 640.5, 367.0, 52.5], PDs_D9Jqtb, 6490904]
[section-title, [487.0, 646.0, 340.0, 52.5], shoonya_10sXZ29U4V0YET, 6490904]
[section-title, [487.0, 698.5, 340.0, 52.5], shoonya_10sXZ29U4V0YET, 6490904]
[section-title, [923.0, 646.0, 341.0, 52.5], shoonya_9sOI0P5WU9TS4W, 6490904]
[section-title, [923.0, 698.5, 341.0, 52.5], shoonya_9sOI0P5WU9TS4W, 6490904]
[paragraph, [22.0, 784.0, 415.0, 36.0], shoonya_12sETPCEIZBO61, 6490904]
[paragraph, [22.0, 820.0, 415.0, 36.0], shoonya_12sETPCEIZBO61, 6490904]
[paragraph, [22.0, 856.0, 415.0, 36.0], shoonya_12sETPCEIZBO61, 6490904]
[paragraph, [22.0, 892.0, 415.0, 36.0], shoonya_12sETPCEIZBO61, 6490904]
[paragraph, [22.0, 928.0, 415.0, 36.0], shoonya_12sETPCEIZBO61, 6490904]
[paragraph, [22.0, 964.0, 415.0, 36.0], shoonya_12sETPCEIZBO61, 6490904]
[paragraph, [473.0, 785.0, 402.0, 36.0], shoonya_3sK12E5S6YG12P, 6490904]
[paragraph, [473.0, 821.0, 402.0, 36.0], shoonya_3sK12E5S6YG12P, 6490904]
[paragraph, [473.0, 857.0, 402.0, 36.0], shoonya_3sK12E5S6YG12P, 6490904]
[paragraph, [473.0, 893.0, 402.0, 36.0], shoonya_3sK12E5S6YG12P, 6490904]
[paragraph, [473.0, 929.0, 402.0, 36.0], shoonya_3sK12E5S6YG12P, 6490904]
[paragraph, [473.0, 965.0, 402.0, 36.0], shoonya_3sK12E5S6YG12P, 6490904]
[paragraph, [915.0, 790.0, 454.0, 36.0], shoonya_2sYFOYLU8O7BPQ, 6490904]
[paragraph, [915.0, 826.0, 454.0, 36.0], shoonya_2sYFOYLU8O7BPQ, 6490904]
[paragraph, [915.0, 862.0, 454.0, 36.0], shoonya_2sYFOYLU8O7BPQ, 6490904]
[paragraph, [915.0, 898.0, 454.0, 36.0], shoonya_2sYFOYLU8O7BPQ, 6490904]
[paragraph, [915.0, 934.0, 454.0, 36.0], shoonya_2sYFOYLU8O7BPQ, 6490904]
[paragraph, [915.0, 970.0, 454.0, 36.0], shoonya_2sYFOYLU8O7BPQ, 6490904]
[section-title, [35.0, 1309.0, 342.0, 52.5], H-4e9e7LER, 6490904]
[section-title, [35.0, 1361.5, 342.0, 52.5], H-4e9e7LER, 6490904]
[section-title, [482.0, 1364.0, 351.0, 52.5], shoonya_7sWJDSYY0GHM5E, 6490904]
[section-title, [482.0, 1416.5, 351.0, 52.5], shoonya_7sWJDSYY0GHM5E, 6490904]
[paragraph, [27.0, 1499.0, 405.0, 36.0], shoonya_4s8SIAARDWDP4J, 6490904]
[paragraph, [27.0, 1535.0, 405.0, 36.0], shoonya_4s8SIAARDWDP4J, 6490904]
[paragraph, [27.0, 1571.0, 405.0, 36.0], shoonya_4s8SIAARDWDP4J, 6490904]
[paragraph, [27.0, 1607.0, 405.0, 36.0], shoonya_4s8SIAARDWDP4J, 6490904]
[paragraph, [27.0, 1643.0, 405.0, 36.0], shoonya_4s8SIAARDWDP4J, 6490904]
[paragraph, [27.0, 1679.0, 405.0, 36.0], shoonya_4s8SIAARDWDP4J, 6490904]
[paragraph, [27.0, 1715.0, 405.0, 36.0], shoonya_4s8SIAARDWDP4J, 6490904]
[paragraph, [465.0, 1499.0, 423.0, 36.0], shoonya_8s5ADY30C232I0, 6490904]
[paragraph, [465.0, 1535.0, 423.0, 36.0], shoonya_8s5ADY30C232I0, 6490904]
[paragraph, [465.0, 1571.0, 423.0, 36.0], shoonya_8s5ADY30C232I0, 6490904]
[paragraph, [465.0, 1607.0, 423.0, 36.0], shoonya_8s5ADY30C232I0, 6490904]
[paragraph, [465.0, 1643.0, 423.0, 36.0], shoonya_8s5ADY30C232I0, 6490904]
[paragraph, [465.0, 1679.0, 423.0, 36.0], shoonya_8s5ADY30C232I0, 6490904]
[folio, [38.0, 1876.0, 357.0, 36.0], shoonya_1s60UAQ80RBPBX, 6490904]
[website-link, [1019.0, 1883.0, 369.0, 18.0], shoonya_5sD1NQGTWY0KMC, 6490904]
[website-link, [1019.0, 1901.0, 369.0, 18.0], shoonya_5sD1NQGTWY0KMC, 6490904]
