[1806, 1178]
[section-title, [134.0, 79.0, 160.0, 49.5], SGjs0IHbb2, 5751295]
[ordered-list, [115.0, 129.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 165.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 201.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 237.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 273.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 309.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 345.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 381.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 417.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 453.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 489.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[ordered-list, [115.0, 525.0, 890.0, 36.0], 9n26XKZTL0, 5751295]
[paragraph, [137.0, 618.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 654.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 690.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 726.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 762.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 798.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 834.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 870.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 906.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 942.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [137.0, 978.0, 926.0, 36.0], shoonya_1s9LURAMAOJM6N, 5751295]
[paragraph, [228.0, 1149.0, 739.0, 36.0], QbpkinvmDK, 5751295]
[paragraph, [228.0, 1185.0, 739.0, 36.0], QbpkinvmDK, 5751295]
[paragraph, [228.0, 1221.0, 739.0, 36.0], QbpkinvmDK, 5751295]
[section-title, [131.0, 1285.0, 273.0, 49.5], 9cHoN1pJXk, 5751295]
[paragraph, [240.0, 1342.0, 682.0, 36.0], JQsFpUTFaZ, 5751295]
[paragraph, [240.0, 1378.0, 682.0, 36.0], JQsFpUTFaZ, 5751295]
[paragraph, [240.0, 1414.0, 682.0, 36.0], JQsFpUTFaZ, 5751295]
[paragraph, [240.0, 1450.0, 682.0, 36.0], JQsFpUTFaZ, 5751295]
[paragraph, [240.0, 1486.0, 682.0, 36.0], JQsFpUTFaZ, 5751295]
[paragraph, [240.0, 1522.0, 682.0, 36.0], JQsFpUTFaZ, 5751295]
[folio, [531.0, 1608.0, 177.0, 36.0], l8UetIGUG-, 5751295]
