[1246, 900]
[chapter-title, [270.0, 34.0, 254.0, 30.0], shoonya_9s2QIXBWCGZAM2, 5775902]
[paragraph, [77.0, 73.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [77.0, 91.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [77.0, 109.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [77.0, 127.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [77.0, 145.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [77.0, 163.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [77.0, 181.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [77.0, 199.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [77.0, 217.0, 642.0, 18.0], shoonya_0s4M21E34WVNR6, 5775902]
[paragraph, [79.0, 253.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[paragraph, [79.0, 271.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[paragraph, [79.0, 289.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[paragraph, [79.0, 307.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[paragraph, [79.0, 325.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[paragraph, [79.0, 343.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[paragraph, [79.0, 361.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[paragraph, [79.0, 379.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[paragraph, [79.0, 397.0, 642.0, 18.0], shoonya_2s2JJABVTEE729, 5775902]
[chapter-title, [280.0, 447.0, 241.0, 30.0], rZ2RTWtPCX, 5775902]
[chapter-title, [280.0, 477.0, 241.0, 30.0], rZ2RTWtPCX, 5775902]
[paragraph, [82.0, 529.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 547.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 565.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 583.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 601.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 619.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 637.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 655.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 673.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 691.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [82.0, 709.0, 638.0, 18.0], shoonya_3s03S3AMGY7FV9, 5775902]
[paragraph, [105.0, 731.0, 212.0, 18.0], shoonya_8sETL1VW36MGX2, 5775902]
[paragraph, [94.0, 757.0, 625.0, 18.0], shoonya_12sTAB13Y2N448, 5775902]
[paragraph, [92.0, 779.0, 627.0, 18.0], shoonya_10s24N7C5SR0OI, 5775902]
[paragraph, [92.0, 797.0, 627.0, 18.0], shoonya_10s24N7C5SR0OI, 5775902]
[paragraph, [92.0, 815.0, 627.0, 18.0], shoonya_10s24N7C5SR0OI, 5775902]
[paragraph, [108.0, 833.0, 283.0, 18.0], shoonya_7sCKKGS3NOL800, 5775902]
[paragraph, [111.0, 858.0, 118.0, 18.0], shoonya_4sY3DFD02TOLM3, 5775902]
[paragraph, [109.0, 881.0, 332.0, 18.0], shoonya_5s8WZFB8PUU1QI, 5775902]
[paragraph, [109.0, 907.0, 303.0, 18.0], shoonya_6sLAXNLSFJTUGR, 5775902]
[paragraph, [86.0, 933.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
[paragraph, [86.0, 951.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
[paragraph, [86.0, 969.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
[paragraph, [86.0, 987.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
[paragraph, [86.0, 1005.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
[paragraph, [86.0, 1023.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
[paragraph, [86.0, 1041.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
[paragraph, [86.0, 1059.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
[paragraph, [86.0, 1077.0, 638.0, 18.0], shoonya_1sEHR5PT5HQLQD, 5775902]
