[842, 595]
[author, [94.0, 92.0, 75.0, 18.0], bqQExB8cDr, 5742976]
[paragraph, [218.0, 92.0, 158.0, 18.0], shoonya_7sQSH8XFP2TNH1, 5742976]
[paragraph, [218.0, 110.0, 158.0, 18.0], shoonya_7sQSH8XFP2TNH1, 5742976]
[paragraph, [218.0, 128.0, 158.0, 18.0], shoonya_7sQSH8XFP2TNH1, 5742976]
[paragraph, [218.0, 146.0, 158.0, 18.0], shoonya_7sQSH8XFP2TNH1, 5742976]
[paragraph, [218.0, 164.0, 158.0, 18.0], shoonya_7sQSH8XFP2TNH1, 5742976]
[paragraph, [218.0, 182.0, 158.0, 18.0], shoonya_7sQSH8XFP2TNH1, 5742976]
[paragraph, [218.0, 200.0, 158.0, 18.0], shoonya_7sQSH8XFP2TNH1, 5742976]
[paragraph, [382.0, 94.0, 160.0, 18.0], shoonya_9sDZ8QJMVXZV2A, 5742976]
[paragraph, [382.0, 112.0, 160.0, 18.0], shoonya_9sDZ8QJMVXZV2A, 5742976]
[paragraph, [382.0, 130.0, 160.0, 18.0], shoonya_9sDZ8QJMVXZV2A, 5742976]
[contact-info, [86.0, 114.0, 95.0, 18.0], OoH4zfdv26, 5742976]
[contact-info, [86.0, 132.0, 95.0, 18.0], OoH4zfdv26, 5742976]
[paragraph, [382.0, 165.0, 158.0, 18.0], shoonya_3s4YAW0TEZUH1D, 5742976]
[paragraph, [382.0, 183.0, 158.0, 18.0], shoonya_3s4YAW0TEZUH1D, 5742976]
[paragraph, [382.0, 201.0, 158.0, 18.0], shoonya_3s4YAW0TEZUH1D, 5742976]
[paragraph, [401.0, 234.0, 139.0, 18.0], shoonya_4sXM44XVN24T5C, 5742976]
[paragraph, [401.0, 252.0, 139.0, 18.0], shoonya_4sXM44XVN24T5C, 5742976]
[paragraph, [401.0, 270.0, 139.0, 18.0], shoonya_4sXM44XVN24T5C, 5742976]
[paragraph, [401.0, 288.0, 139.0, 18.0], shoonya_4sXM44XVN24T5C, 5742976]
[paragraph, [89.0, 243.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [89.0, 261.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [89.0, 279.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [89.0, 297.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [89.0, 315.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [89.0, 333.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [89.0, 351.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [89.0, 369.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [89.0, 387.0, 300.0, 18.0], shoonya_14s1FGJK69B8PL, 5742976]
[paragraph, [404.0, 319.0, 138.0, 18.0], shoonya_2sFO2GTD2HHH1J, 5742976]
[paragraph, [404.0, 337.0, 138.0, 18.0], shoonya_2sFO2GTD2HHH1J, 5742976]
[paragraph, [404.0, 355.0, 138.0, 18.0], shoonya_2sFO2GTD2HHH1J, 5742976]
[paragraph, [404.0, 373.0, 138.0, 18.0], shoonya_2sFO2GTD2HHH1J, 5742976]
[paragraph, [404.0, 391.0, 138.0, 18.0], shoonya_2sFO2GTD2HHH1J, 5742976]
[paragraph, [404.0, 409.0, 138.0, 18.0], shoonya_2sFO2GTD2HHH1J, 5742976]
[author, [306.0, 412.0, 77.0, 18.0], j4ys-5mmtt, 5742976]
[paragraph, [218.0, 443.0, 158.0, 18.0], shoonya_8s05A3QLR6Y5C4, 5742976]
[paragraph, [218.0, 461.0, 158.0, 18.0], shoonya_8s05A3QLR6Y5C4, 5742976]
[paragraph, [218.0, 479.0, 158.0, 18.0], shoonya_8s05A3QLR6Y5C4, 5742976]
[paragraph, [218.0, 497.0, 158.0, 18.0], shoonya_8s05A3QLR6Y5C4, 5742976]
[paragraph, [218.0, 515.0, 158.0, 18.0], shoonya_8s05A3QLR6Y5C4, 5742976]
[paragraph, [382.0, 443.0, 162.0, 18.0], shoonya_5s10IHJPRYWD0G, 5742976]
[paragraph, [382.0, 461.0, 162.0, 18.0], shoonya_5s10IHJPRYWD0G, 5742976]
[paragraph, [382.0, 479.0, 162.0, 18.0], shoonya_5s10IHJPRYWD0G, 5742976]
[paragraph, [382.0, 497.0, 162.0, 18.0], shoonya_5s10IHJPRYWD0G, 5742976]
[paragraph, [382.0, 515.0, 162.0, 18.0], shoonya_5s10IHJPRYWD0G, 5742976]
[paragraph, [382.0, 533.0, 162.0, 18.0], shoonya_5s10IHJPRYWD0G, 5742976]
[paragraph, [382.0, 551.0, 162.0, 18.0], shoonya_5s10IHJPRYWD0G, 5742976]
[paragraph, [216.0, 544.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 562.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 580.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 598.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 616.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 634.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 652.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 670.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 688.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [216.0, 706.0, 161.0, 18.0], shoonya_1sF1AAI4DNDX5Q, 5742976]
[paragraph, [382.0, 584.0, 160.0, 18.0], shoonya_10s9XOXCXXQU42, 5742976]
[paragraph, [382.0, 602.0, 160.0, 18.0], shoonya_10s9XOXCXXQU42, 5742976]
[paragraph, [382.0, 626.0, 159.0, 18.0], shoonya_6s1GN89A6T016Y, 5742976]
[paragraph, [382.0, 644.0, 159.0, 18.0], shoonya_6s1GN89A6T016Y, 5742976]
[paragraph, [382.0, 662.0, 159.0, 18.0], shoonya_6s1GN89A6T016Y, 5742976]
[paragraph, [382.0, 680.0, 159.0, 18.0], shoonya_6s1GN89A6T016Y, 5742976]
[paragraph, [382.0, 698.0, 159.0, 18.0], shoonya_6s1GN89A6T016Y, 5742976]
[paragraph, [382.0, 716.0, 159.0, 18.0], shoonya_6s1GN89A6T016Y, 5742976]
[folio, [473.0, 743.0, 66.0, 18.0], shoonya_11sZNCN6EHMR1Z, 5742976]
