[886, 612]
[chapter-title, [238.0, 35.0, 170.0, 30.0], shoonya_1sICMOAQM4A0VK, 6459972]
[paragraph, [45.0, 92.0, 468.0, 18.0], shoonya_3sT85MZIJXGKF6, 6459972]
[paragraph, [69.0, 125.0, 484.0, 18.0], shoonya_6s02NUTV8UWPYL, 6459972]
[paragraph, [69.0, 143.0, 484.0, 18.0], shoonya_6s02NUTV8UWPYL, 6459972]
[paragraph, [69.0, 161.0, 484.0, 18.0], shoonya_6s02NUTV8UWPYL, 6459972]
[paragraph, [69.0, 179.0, 484.0, 18.0], shoonya_6s02NUTV8UWPYL, 6459972]
[paragraph, [69.0, 197.0, 484.0, 18.0], shoonya_6s02NUTV8UWPYL, 6459972]
[paragraph, [101.0, 233.0, 461.0, 18.0], shoonya_2sYSV1MANHUPQQ, 6459972]
[paragraph, [101.0, 251.0, 461.0, 18.0], shoonya_2sYSV1MANHUPQQ, 6459972]
[paragraph, [101.0, 269.0, 461.0, 18.0], shoonya_2sYSV1MANHUPQQ, 6459972]
[paragraph, [101.0, 287.0, 461.0, 18.0], shoonya_2sYSV1MANHUPQQ, 6459972]
[paragraph, [101.0, 305.0, 461.0, 18.0], shoonya_2sYSV1MANHUPQQ, 6459972]
[paragraph, [101.0, 323.0, 461.0, 18.0], shoonya_2sYSV1MANHUPQQ, 6459972]
[paragraph, [101.0, 341.0, 461.0, 18.0], shoonya_2sYSV1MANHUPQQ, 6459972]
[paragraph, [107.0, 366.0, 417.0, 18.0], shoonya_4sY7XOGWQYW0YS, 6459972]
[paragraph, [107.0, 384.0, 417.0, 18.0], shoonya_4sY7XOGWQYW0YS, 6459972]
[paragraph, [107.0, 402.0, 417.0, 18.0], shoonya_4sY7XOGWQYW0YS, 6459972]
[paragraph, [107.0, 420.0, 417.0, 18.0], shoonya_4sY7XOGWQYW0YS, 6459972]
[paragraph, [107.0, 438.0, 417.0, 18.0], shoonya_4sY7XOGWQYW0YS, 6459972]
[paragraph, [107.0, 456.0, 417.0, 18.0], shoonya_4sY7XOGWQYW0YS, 6459972]
[paragraph, [107.0, 474.0, 417.0, 18.0], shoonya_4sY7XOGWQYW0YS, 6459972]
[paragraph, [77.0, 498.0, 479.0, 18.0], 7ALEp7WKHx, 6459972]
[paragraph, [77.0, 516.0, 479.0, 18.0], 7ALEp7WKHx, 6459972]
[paragraph, [77.0, 534.0, 479.0, 18.0], 7ALEp7WKHx, 6459972]
[paragraph, [77.0, 552.0, 479.0, 18.0], 7ALEp7WKHx, 6459972]
[paragraph, [77.0, 570.0, 479.0, 18.0], 7ALEp7WKHx, 6459972]
[paragraph, [77.0, 588.0, 479.0, 18.0], 7ALEp7WKHx, 6459972]
[paragraph, [77.0, 606.0, 479.0, 18.0], 7ALEp7WKHx, 6459972]
[paragraph, [86.0, 633.0, 473.0, 18.0], Ngt2nPJrEH, 6459972]
[paragraph, [86.0, 651.0, 473.0, 18.0], Ngt2nPJrEH, 6459972]
[paragraph, [86.0, 669.0, 473.0, 18.0], Ngt2nPJrEH, 6459972]
[paragraph, [85.0, 705.0, 476.0, 18.0], tFbC0gBebJ, 6459972]
[paragraph, [85.0, 723.0, 476.0, 18.0], tFbC0gBebJ, 6459972]
[paragraph, [85.0, 741.0, 476.0, 18.0], tFbC0gBebJ, 6459972]
[paragraph, [98.0, 774.0, 452.0, 18.0], shoonya_5sRF077XKDTDEH, 6459972]
[paragraph, [98.0, 792.0, 452.0, 18.0], shoonya_5sRF077XKDTDEH, 6459972]
[paragraph, [98.0, 810.0, 452.0, 18.0], shoonya_5sRF077XKDTDEH, 6459972]
[paragraph, [98.0, 828.0, 452.0, 18.0], shoonya_5sRF077XKDTDEH, 6459972]
