[2084, 1289]
[paragraph, [128.0, 266.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 302.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 338.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 374.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 410.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 446.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 482.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 518.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 554.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 590.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 626.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 662.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 698.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 734.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[paragraph, [128.0, 770.0, 1032.0, 36.0], shoonya_1s806LWIHTUINM, 5660336]
[ordered-list, [128.0, 827.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 863.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 899.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 935.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 971.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1007.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1043.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1079.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1115.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1151.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1187.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1223.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1259.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1295.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1331.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1367.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1403.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1439.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1475.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1511.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1547.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1583.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1619.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1655.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1691.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1727.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1763.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1799.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[ordered-list, [128.0, 1835.0, 1033.0, 36.0], shoonya_0sSJ6ST0XDWAR6, 5660336]
[folio, [632.0, 1938.0, 656.0, 36.0], shoonya_2sG06UHXXQKRVJ, 5660336]
[folio, [632.0, 1974.0, 656.0, 36.0], shoonya_2sG06UHXXQKRVJ, 5660336]
