[2160, 1320]
[unordered-list, [119.0, 159.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 195.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 231.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 267.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 303.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 339.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 375.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 411.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 447.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 483.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 519.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 555.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 591.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 627.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 663.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 699.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 735.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 771.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 807.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 843.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 879.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 915.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 951.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 987.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 1023.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 1059.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 1095.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 1131.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 1167.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 1203.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[unordered-list, [119.0, 1239.0, 1078.0, 36.0], VCpksXPFBV, 5699361]
[section-title, [128.0, 1286.0, 391.0, 52.5], shoonya_1sFZ8K09YWAJYR, 5699361]
[unordered-list, [114.0, 1348.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1384.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1420.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1456.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1492.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1528.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1564.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1600.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1636.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1672.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1708.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1744.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1780.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1816.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
[unordered-list, [114.0, 1852.0, 1083.0, 36.0], LxY1eKvdQG, 5699361]
