[1387, 987]
[section-title, [463.0, 216.0, 54.0, 30.0], shoonya_1sK9J9LMA0NC20, 5652664]
[paragraph, [89.0, 326.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 344.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 362.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 380.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 398.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 416.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 434.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 452.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 470.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 488.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 506.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 524.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 542.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 560.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 578.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 596.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 614.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 632.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 650.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 668.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 686.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 704.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 722.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 740.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 758.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 776.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 794.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 812.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 830.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 848.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 866.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 884.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 902.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 920.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 938.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 956.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 974.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 992.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1010.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1028.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1046.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1064.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1082.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1100.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1118.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1136.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1154.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
[paragraph, [89.0, 1172.0, 801.0, 18.0], shoonya_0sNDD045QNR8F9, 5652664]
