[905, 612]
[chapter-title, [257.0, 28.0, 101.0, 30.0], wWy0e0HVss, 6460491]
[section-title, [233.0, 85.0, 152.0, 30.0], q7fVHmroXn, 6460491]
[paragraph, [74.0, 158.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 176.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 194.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 212.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 230.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 248.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 266.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 284.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 302.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 320.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 338.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 356.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 374.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 392.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 410.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 428.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 446.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 464.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 482.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 500.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 518.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 536.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 554.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 572.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 590.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 608.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 626.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 644.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 662.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 680.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 698.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 716.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 734.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 752.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 770.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 788.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 806.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
[paragraph, [74.0, 824.0, 492.0, 18.0], shoonya_0s1KKUN1JL1G22, 6460491]
