[1518, 1075]
[paragraph, [84.0, 139.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 175.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 211.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 247.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 283.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 319.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 355.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 391.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 427.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 463.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 499.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 535.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 571.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 607.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 643.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 679.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 715.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 751.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 787.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 823.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 859.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 895.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 931.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 967.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 1003.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [84.0, 1039.0, 436.0, 36.0], shoonya_1s2BMQVVM3BZBO, 5722379]
[paragraph, [529.0, 139.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 175.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 211.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 247.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 283.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 319.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 355.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 391.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 427.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 463.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 499.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 535.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 571.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 607.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 643.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [529.0, 679.0, 437.0, 36.0], shoonya_2sE4FJ5428KTGT, 5722379]
[paragraph, [532.0, 729.0, 433.0, 36.0], shoonya_4s4U44U1IE7ALY, 5722379]
[paragraph, [532.0, 765.0, 433.0, 36.0], shoonya_4s4U44U1IE7ALY, 5722379]
[paragraph, [532.0, 801.0, 433.0, 36.0], shoonya_4s4U44U1IE7ALY, 5722379]
[paragraph, [532.0, 837.0, 433.0, 36.0], shoonya_4s4U44U1IE7ALY, 5722379]
[paragraph, [532.0, 873.0, 433.0, 36.0], shoonya_4s4U44U1IE7ALY, 5722379]
[paragraph, [532.0, 909.0, 433.0, 36.0], shoonya_4s4U44U1IE7ALY, 5722379]
[paragraph, [532.0, 945.0, 433.0, 36.0], shoonya_4s4U44U1IE7ALY, 5722379]
