[1211, 798]
[folio, [347.0, 59.0, 100.0, 18.0], shoonya_0sFH27DGJLI4BC, 5741312]
[folio, [347.0, 77.0, 100.0, 18.0], shoonya_0sFH27DGJLI4BC, 5741312]
[paragraph, [55.0, 117.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 135.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 153.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 171.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 189.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 207.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 225.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 243.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 261.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 279.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 297.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 315.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [55.0, 333.0, 685.0, 18.0], shoonya_1sQQVT35KKQ806, 5741312]
[paragraph, [41.0, 373.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 391.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 409.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 427.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 445.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 463.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 481.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 499.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 517.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 535.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 553.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 571.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 589.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 607.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 625.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 643.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 661.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 679.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 697.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 715.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 733.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 751.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 769.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 787.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 805.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 823.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 841.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 859.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [41.0, 877.0, 708.0, 18.0], cNEcdcrbGX, 5741312]
[paragraph, [52.0, 915.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 933.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 951.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 969.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 987.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 1005.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 1023.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 1041.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 1059.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 1077.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 1095.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[paragraph, [52.0, 1113.0, 687.0, 18.0], shoonya_2sPYVSHFL8HP0T, 5741312]
[footnote, [419.0, 1172.0, 321.0, 18.0], shoonya_3s7EB2DEXDQ66Z, 5741312]
