[2339, 1653]
[section-title, [663.0, 80.0, 272.0, 52.5], A_UyWvnP5U, 5660213]
[paragraph, [167.0, 192.0, 1258.0, 36.0], V4PTlHbw7s, 5660213]
[paragraph, [167.0, 228.0, 1258.0, 36.0], V4PTlHbw7s, 5660213]
[paragraph, [167.0, 264.0, 1258.0, 36.0], V4PTlHbw7s, 5660213]
[paragraph, [167.0, 300.0, 1258.0, 36.0], V4PTlHbw7s, 5660213]
[paragraph, [167.0, 336.0, 1258.0, 36.0], V4PTlHbw7s, 5660213]
[paragraph, [165.0, 380.0, 1258.0, 36.0], wFbRTUqNfc, 5660213]
[paragraph, [165.0, 416.0, 1258.0, 36.0], wFbRTUqNfc, 5660213]
[paragraph, [165.0, 452.0, 1258.0, 36.0], wFbRTUqNfc, 5660213]
[paragraph, [165.0, 488.0, 1258.0, 36.0], wFbRTUqNfc, 5660213]
[paragraph, [167.0, 552.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [167.0, 588.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [167.0, 624.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [167.0, 660.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [167.0, 696.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [167.0, 732.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [167.0, 768.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [167.0, 804.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [167.0, 840.0, 1256.0, 36.0], 45thsfVkU1, 5660213]
[paragraph, [170.0, 903.0, 1249.0, 36.0], shoonya_0sAIOQZ253WBAC, 5660213]
[paragraph, [170.0, 939.0, 1249.0, 36.0], shoonya_0sAIOQZ253WBAC, 5660213]
[paragraph, [170.0, 975.0, 1249.0, 36.0], shoonya_0sAIOQZ253WBAC, 5660213]
[paragraph, [170.0, 1011.0, 1249.0, 36.0], shoonya_0sAIOQZ253WBAC, 5660213]
[paragraph, [170.0, 1047.0, 1249.0, 36.0], shoonya_0sAIOQZ253WBAC, 5660213]
[paragraph, [170.0, 1083.0, 1249.0, 36.0], shoonya_0sAIOQZ253WBAC, 5660213]
[paragraph, [170.0, 1119.0, 1249.0, 36.0], shoonya_0sAIOQZ253WBAC, 5660213]
[paragraph, [170.0, 1155.0, 1249.0, 36.0], shoonya_0sAIOQZ253WBAC, 5660213]
[paragraph, [171.0, 1203.0, 1248.0, 36.0], 94OdUtIHJU, 5660213]
[paragraph, [171.0, 1239.0, 1248.0, 36.0], 94OdUtIHJU, 5660213]
[paragraph, [171.0, 1275.0, 1248.0, 36.0], 94OdUtIHJU, 5660213]
[paragraph, [167.0, 1340.0, 1250.0, 36.0], BUMc_5hKTc, 5660213]
[paragraph, [167.0, 1376.0, 1250.0, 36.0], BUMc_5hKTc, 5660213]
[paragraph, [167.0, 1412.0, 1250.0, 36.0], BUMc_5hKTc, 5660213]
[paragraph, [167.0, 1448.0, 1250.0, 36.0], BUMc_5hKTc, 5660213]
[paragraph, [167.0, 1484.0, 1250.0, 36.0], BUMc_5hKTc, 5660213]
[paragraph, [163.0, 1555.0, 1254.0, 36.0], nlyHLklmW3, 5660213]
[paragraph, [163.0, 1591.0, 1254.0, 36.0], nlyHLklmW3, 5660213]
[paragraph, [281.0, 1642.0, 1031.0, 36.0], QyqKZ69TTG, 5660213]
[folio, [1109.0, 1683.0, 305.0, 36.0], dK5dSGk8L9, 5660213]
[dateline, [165.0, 1755.0, 221.0, 64.5], fNPV9r4SMP, 5660213]
[author, [1167.0, 1757.0, 206.0, 36.0], DwrdeycXpT, 5660213]
