[1300, 900]
[folio, [334.0, 41.0, 257.0, 18.0], y5R4U5A0-V, 5731183]
[paragraph, [204.0, 107.0, 495.0, 18.0], shoonya_1sTWJ8J3HBR4B1, 5731183]
[paragraph, [204.0, 125.0, 495.0, 18.0], shoonya_1sTWJ8J3HBR4B1, 5731183]
[paragraph, [204.0, 143.0, 495.0, 18.0], shoonya_1sTWJ8J3HBR4B1, 5731183]
[paragraph, [204.0, 161.0, 495.0, 18.0], shoonya_1sTWJ8J3HBR4B1, 5731183]
[paragraph, [549.0, 197.0, 260.0, 18.0], nTrTlCmnJ2, 5731183]
[paragraph, [108.0, 233.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 251.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 269.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 287.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 305.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 323.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 341.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 359.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 377.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 395.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 413.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 431.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 449.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 467.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 485.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 503.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 521.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 539.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 557.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 575.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 593.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 611.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 629.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 647.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 665.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 683.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 701.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 719.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 737.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 755.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 773.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 791.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 809.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 827.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 845.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 863.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 881.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 899.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 917.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 935.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 953.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 971.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 989.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 1007.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 1025.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 1043.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 1061.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 1079.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 1097.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
[paragraph, [108.0, 1115.0, 707.0, 18.0], shoonya_0sJYQ1FR1IUAV7, 5731183]
