[1754, 1241]
[paragraph, [103.0, 274.0, 1022.0, 36.0], eEoHDXQsow, 5709109]
[ordered-list, [105.0, 339.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 375.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 411.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 447.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 483.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 519.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 555.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 591.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 627.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 663.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 699.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 735.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 771.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 807.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 843.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 879.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 915.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 951.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 987.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1023.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1059.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1095.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1131.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1167.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1203.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1239.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1275.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1311.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1347.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1383.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1419.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1455.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1491.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1527.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1563.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1599.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[ordered-list, [105.0, 1635.0, 1038.0, 36.0], shoonya_0s3W2A97J5C6PY, 5709109]
[sub-ordered-list, [188.0, 1139.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [188.0, 1175.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [188.0, 1211.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [188.0, 1247.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [188.0, 1283.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [188.0, 1319.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [188.0, 1355.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [188.0, 1391.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [188.0, 1427.0, 942.0, 36.0], shoonya_3sZM65HOQ0A8MX, 5709109]
[sub-ordered-list, [189.0, 1512.0, 535.0, 36.0], wbaYzpfRAc, 5709109]
[sub-ordered-list, [189.0, 1548.0, 535.0, 36.0], wbaYzpfRAc, 5709109]
[sub-ordered-list, [189.0, 1584.0, 535.0, 36.0], wbaYzpfRAc, 5709109]
