[2339, 1654]
[paragraph, [186.0, 235.0, 1275.0, 36.0], shoonya_3sGIQMTBDE7J32, 5686063]
[paragraph, [186.0, 271.0, 1275.0, 36.0], shoonya_3sGIQMTBDE7J32, 5686063]
[paragraph, [186.0, 307.0, 1275.0, 36.0], shoonya_3sGIQMTBDE7J32, 5686063]
[paragraph, [186.0, 343.0, 1275.0, 36.0], shoonya_3sGIQMTBDE7J32, 5686063]
[paragraph, [186.0, 379.0, 1275.0, 36.0], shoonya_3sGIQMTBDE7J32, 5686063]
[section-title, [190.0, 477.0, 282.0, 52.5], shoonya_4sWR3OS5FNKDYN, 5686063]
[paragraph, [186.0, 595.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 631.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 667.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 703.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 739.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 775.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 811.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 847.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 883.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 919.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 955.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 991.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1027.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1063.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1099.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1135.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1171.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1207.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1243.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1279.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1315.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1351.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1387.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1423.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1459.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1495.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1531.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1567.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1603.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1639.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1675.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1711.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1747.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1783.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1819.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[paragraph, [186.0, 1855.0, 1279.0, 36.0], shoonya_1sOY6KBGTUTR67, 5686063]
[reference, [188.0, 2035.0, 745.0, 36.0], shoonya_0s7UDIRR3E43B0, 5686063]
