[792, 612]
[headline, [224.0, 74.0, 163.0, 25.5], shoonya_17sMKANWPZE1OO, 6516421]
[paragraph, [62.0, 178.0, 158.0, 18.0], shoonya_6sHP3R9IPZ1I7Y, 6516421]
[paragraph, [62.0, 196.0, 158.0, 18.0], shoonya_6sHP3R9IPZ1I7Y, 6516421]
[paragraph, [62.0, 214.0, 158.0, 18.0], shoonya_6sHP3R9IPZ1I7Y, 6516421]
[paragraph, [62.0, 232.0, 158.0, 18.0], shoonya_6sHP3R9IPZ1I7Y, 6516421]
[paragraph, [62.0, 250.0, 158.0, 18.0], shoonya_6sHP3R9IPZ1I7Y, 6516421]
[paragraph, [227.0, 180.0, 76.0, 18.0], shoonya_4sMGL3433ZVI0Y, 6516421]
[paragraph, [227.0, 198.0, 76.0, 18.0], shoonya_4sMGL3433ZVI0Y, 6516421]
[paragraph, [227.0, 216.0, 76.0, 18.0], shoonya_4sMGL3433ZVI0Y, 6516421]
[paragraph, [227.0, 234.0, 76.0, 18.0], shoonya_4sMGL3433ZVI0Y, 6516421]
[paragraph, [226.0, 266.0, 77.0, 18.0], shoonya_13sSR5JCAT07S6, 6516421]
[paragraph, [226.0, 284.0, 77.0, 18.0], shoonya_13sSR5JCAT07S6, 6516421]
[paragraph, [226.0, 302.0, 77.0, 18.0], shoonya_13sSR5JCAT07S6, 6516421]
[paragraph, [226.0, 320.0, 77.0, 18.0], shoonya_13sSR5JCAT07S6, 6516421]
[paragraph, [226.0, 338.0, 77.0, 18.0], shoonya_13sSR5JCAT07S6, 6516421]
[paragraph, [226.0, 356.0, 77.0, 18.0], shoonya_13sSR5JCAT07S6, 6516421]
[paragraph, [63.0, 278.0, 158.0, 18.0], shoonya_3sJHG0UAVWP8HY, 6516421]
[paragraph, [63.0, 296.0, 158.0, 18.0], shoonya_3sJHG0UAVWP8HY, 6516421]
[paragraph, [63.0, 314.0, 158.0, 18.0], shoonya_3sJHG0UAVWP8HY, 6516421]
[paragraph, [63.0, 332.0, 158.0, 18.0], shoonya_3sJHG0UAVWP8HY, 6516421]
[paragraph, [62.0, 364.0, 158.0, 18.0], shoonya_2s3YWFV01HKXAD, 6516421]
[paragraph, [62.0, 382.0, 158.0, 18.0], shoonya_2s3YWFV01HKXAD, 6516421]
[paragraph, [62.0, 400.0, 158.0, 18.0], shoonya_2s3YWFV01HKXAD, 6516421]
[paragraph, [62.0, 418.0, 158.0, 18.0], shoonya_2s3YWFV01HKXAD, 6516421]
[paragraph, [62.0, 436.0, 158.0, 18.0], shoonya_2s3YWFV01HKXAD, 6516421]
[paragraph, [62.0, 454.0, 158.0, 18.0], shoonya_2s3YWFV01HKXAD, 6516421]
[paragraph, [226.0, 380.0, 77.0, 18.0], shoonya_8sCTI1C3D060O0, 6516421]
[paragraph, [226.0, 398.0, 77.0, 18.0], shoonya_8sCTI1C3D060O0, 6516421]
[paragraph, [226.0, 416.0, 77.0, 18.0], shoonya_8sCTI1C3D060O0, 6516421]
[paragraph, [226.0, 434.0, 77.0, 18.0], shoonya_8sCTI1C3D060O0, 6516421]
[paragraph, [226.0, 452.0, 77.0, 18.0], shoonya_8sCTI1C3D060O0, 6516421]
[paragraph, [226.0, 470.0, 77.0, 18.0], shoonya_8sCTI1C3D060O0, 6516421]
[paragraph, [226.0, 488.0, 77.0, 18.0], shoonya_8sCTI1C3D060O0, 6516421]
[paragraph, [61.0, 477.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 495.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 513.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 531.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 549.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 567.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 585.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 603.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 621.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [61.0, 639.0, 157.0, 18.0], shoonya_1s2PEILP163IPL, 6516421]
[paragraph, [391.0, 515.0, 159.0, 18.0], shoonya_11s5KBR3YLPMFU, 6516421]
[paragraph, [391.0, 533.0, 159.0, 18.0], shoonya_11s5KBR3YLPMFU, 6516421]
[paragraph, [391.0, 551.0, 159.0, 18.0], shoonya_11s5KBR3YLPMFU, 6516421]
[paragraph, [391.0, 569.0, 159.0, 18.0], shoonya_11s5KBR3YLPMFU, 6516421]
[paragraph, [391.0, 587.0, 159.0, 18.0], shoonya_11s5KBR3YLPMFU, 6516421]
[paragraph, [391.0, 605.0, 159.0, 18.0], shoonya_11s5KBR3YLPMFU, 6516421]
[paragraph, [391.0, 623.0, 159.0, 18.0], shoonya_11s5KBR3YLPMFU, 6516421]
[paragraph, [227.0, 520.0, 158.0, 18.0], shoonya_15sK5LP8U1V6D9, 6516421]
[paragraph, [227.0, 538.0, 158.0, 18.0], shoonya_15sK5LP8U1V6D9, 6516421]
[paragraph, [227.0, 556.0, 158.0, 18.0], shoonya_15sK5LP8U1V6D9, 6516421]
[paragraph, [226.0, 590.0, 158.0, 18.0], shoonya_7sBBJGBAXT2REH, 6516421]
[paragraph, [226.0, 608.0, 158.0, 18.0], shoonya_7sBBJGBAXT2REH, 6516421]
[paragraph, [226.0, 626.0, 158.0, 18.0], shoonya_7sBBJGBAXT2REH, 6516421]
[paragraph, [226.0, 644.0, 158.0, 18.0], shoonya_7sBBJGBAXT2REH, 6516421]
[paragraph, [226.0, 662.0, 158.0, 18.0], shoonya_7sBBJGBAXT2REH, 6516421]
[paragraph, [226.0, 680.0, 158.0, 18.0], shoonya_7sBBJGBAXT2REH, 6516421]
[paragraph, [226.0, 698.0, 158.0, 18.0], shoonya_7sBBJGBAXT2REH, 6516421]
[paragraph, [391.0, 647.0, 160.0, 18.0], shoonya_9sIDFCAFL3SBH0, 6516421]
[paragraph, [391.0, 665.0, 160.0, 18.0], shoonya_9sIDFCAFL3SBH0, 6516421]
[paragraph, [391.0, 683.0, 160.0, 18.0], shoonya_9sIDFCAFL3SBH0, 6516421]
[paragraph, [62.0, 660.0, 158.0, 18.0], shoonya_5s396UUUB50P64, 6516421]
[paragraph, [62.0, 678.0, 158.0, 18.0], shoonya_5s396UUUB50P64, 6516421]
[paragraph, [62.0, 696.0, 158.0, 18.0], shoonya_5s396UUUB50P64, 6516421]
