[1300, 900]
[folio, [384.0, 42.0, 122.0, 18.0], eoSVZVZB8o, 5732869]
[paragraph, [91.0, 104.0, 410.0, 18.0], shoonya_9sKNN62EKIYKYD, 5732869]
[paragraph, [91.0, 122.0, 410.0, 18.0], shoonya_9sKNN62EKIYKYD, 5732869]
[paragraph, [136.0, 152.0, 545.0, 18.0], shoonya_10sUWFJGXVGHTH, 5732869]
[paragraph, [136.0, 170.0, 545.0, 18.0], shoonya_10sUWFJGXVGHTH, 5732869]
[paragraph, [91.0, 202.0, 685.0, 18.0], shoonya_12s4SQGFKD82ZO, 5732869]
[paragraph, [91.0, 220.0, 685.0, 18.0], shoonya_12s4SQGFKD82ZO, 5732869]
[paragraph, [91.0, 238.0, 685.0, 18.0], shoonya_12s4SQGFKD82ZO, 5732869]
[paragraph, [91.0, 256.0, 685.0, 18.0], shoonya_12s4SQGFKD82ZO, 5732869]
[paragraph, [137.0, 289.0, 611.0, 18.0], shoonya_6sOVXQD9PJ3PAS, 5732869]
[paragraph, [137.0, 307.0, 611.0, 18.0], shoonya_6sOVXQD9PJ3PAS, 5732869]
[paragraph, [132.0, 340.0, 655.0, 18.0], shoonya_14sJV5HX1O0RZ1, 5732869]
[paragraph, [132.0, 358.0, 655.0, 18.0], shoonya_14sJV5HX1O0RZ1, 5732869]
[paragraph, [93.0, 383.0, 696.0, 18.0], shoonya_2sVS6H7QOVZ4DC, 5732869]
[paragraph, [93.0, 401.0, 696.0, 18.0], shoonya_2sVS6H7QOVZ4DC, 5732869]
[paragraph, [93.0, 419.0, 696.0, 18.0], shoonya_2sVS6H7QOVZ4DC, 5732869]
[paragraph, [93.0, 437.0, 696.0, 18.0], shoonya_2sVS6H7QOVZ4DC, 5732869]
[paragraph, [95.0, 469.0, 692.0, 18.0], shoonya_3sK3LVDFBD0YZI, 5732869]
[paragraph, [95.0, 487.0, 692.0, 18.0], shoonya_3sK3LVDFBD0YZI, 5732869]
[paragraph, [95.0, 505.0, 692.0, 18.0], shoonya_3sK3LVDFBD0YZI, 5732869]
[paragraph, [95.0, 523.0, 692.0, 18.0], shoonya_3sK3LVDFBD0YZI, 5732869]
[paragraph, [95.0, 565.0, 694.0, 18.0], shoonya_4sWDQJIGMQG42N, 5732869]
[paragraph, [95.0, 583.0, 694.0, 18.0], shoonya_4sWDQJIGMQG42N, 5732869]
[paragraph, [95.0, 601.0, 694.0, 18.0], shoonya_4sWDQJIGMQG42N, 5732869]
[paragraph, [95.0, 619.0, 694.0, 18.0], shoonya_4sWDQJIGMQG42N, 5732869]
[paragraph, [87.0, 653.0, 690.0, 18.0], shoonya_0sF3MRDEGDJSML, 5732869]
[paragraph, [87.0, 671.0, 690.0, 18.0], shoonya_0sF3MRDEGDJSML, 5732869]
[paragraph, [87.0, 689.0, 690.0, 18.0], shoonya_0sF3MRDEGDJSML, 5732869]
[paragraph, [87.0, 707.0, 690.0, 18.0], shoonya_0sF3MRDEGDJSML, 5732869]
[paragraph, [91.0, 746.0, 694.0, 18.0], shoonya_1sEBVEH0RPEHT7, 5732869]
[paragraph, [91.0, 764.0, 694.0, 18.0], shoonya_1sEBVEH0RPEHT7, 5732869]
[paragraph, [91.0, 782.0, 694.0, 18.0], shoonya_1sEBVEH0RPEHT7, 5732869]
[paragraph, [91.0, 800.0, 694.0, 18.0], shoonya_1sEBVEH0RPEHT7, 5732869]
[paragraph, [91.0, 818.0, 694.0, 18.0], shoonya_1sEBVEH0RPEHT7, 5732869]
[paragraph, [91.0, 836.0, 694.0, 18.0], shoonya_1sEBVEH0RPEHT7, 5732869]
[paragraph, [91.0, 854.0, 694.0, 18.0], shoonya_1sEBVEH0RPEHT7, 5732869]
[paragraph, [91.0, 883.0, 687.0, 18.0], shoonya_13sWM0L2CHCC84, 5732869]
[paragraph, [91.0, 901.0, 687.0, 18.0], shoonya_13sWM0L2CHCC84, 5732869]
[paragraph, [91.0, 919.0, 687.0, 18.0], shoonya_13sWM0L2CHCC84, 5732869]
[paragraph, [91.0, 937.0, 687.0, 18.0], shoonya_13sWM0L2CHCC84, 5732869]
[paragraph, [91.0, 955.0, 687.0, 18.0], shoonya_13sWM0L2CHCC84, 5732869]
[paragraph, [91.0, 973.0, 687.0, 18.0], shoonya_13sWM0L2CHCC84, 5732869]
[paragraph, [91.0, 991.0, 687.0, 18.0], shoonya_13sWM0L2CHCC84, 5732869]
[paragraph, [103.0, 1020.0, 618.0, 18.0], shoonya_5sH0LGSMJB2AKB, 5732869]
[paragraph, [103.0, 1038.0, 618.0, 18.0], shoonya_5sH0LGSMJB2AKB, 5732869]
[paragraph, [87.0, 1066.0, 694.0, 18.0], shoonya_8sDGJ8F270715B, 5732869]
[paragraph, [87.0, 1084.0, 694.0, 18.0], shoonya_8sDGJ8F270715B, 5732869]
[paragraph, [87.0, 1102.0, 694.0, 18.0], shoonya_8sDGJ8F270715B, 5732869]
[paragraph, [87.0, 1120.0, 694.0, 18.0], shoonya_8sDGJ8F270715B, 5732869]
[paragraph, [92.0, 1155.0, 689.0, 18.0], shoonya_11sP83A16MTLZA, 5732869]
[paragraph, [92.0, 1173.0, 689.0, 18.0], shoonya_11sP83A16MTLZA, 5732869]
[paragraph, [92.0, 1191.0, 689.0, 18.0], shoonya_11sP83A16MTLZA, 5732869]
[paragraph, [92.0, 1209.0, 689.0, 18.0], shoonya_11sP83A16MTLZA, 5732869]
[paragraph, [92.0, 1227.0, 689.0, 18.0], shoonya_11sP83A16MTLZA, 5732869]
