[2200, 1700]
[paragraph, [240.0, 105.0, 1071.0, 36.0], shoonya_5sCVHDSNL8KJQH, 5730992]
[paragraph, [240.0, 141.0, 1071.0, 36.0], shoonya_5sCVHDSNL8KJQH, 5730992]
[paragraph, [240.0, 177.0, 1071.0, 36.0], shoonya_5sCVHDSNL8KJQH, 5730992]
[paragraph, [1186.0, 237.0, 127.0, 36.0], YG7WRooE7G, 5730992]
[section-title, [551.0, 320.0, 540.0, 52.5], shoonya_4sC9CA5XELEW80, 5730992]
[paragraph, [236.0, 411.0, 1069.0, 36.0], shoonya_1sJQZ36B9S6V9B, 5730992]
[paragraph, [236.0, 447.0, 1069.0, 36.0], shoonya_1sJQZ36B9S6V9B, 5730992]
[paragraph, [236.0, 483.0, 1069.0, 36.0], shoonya_1sJQZ36B9S6V9B, 5730992]
[paragraph, [236.0, 519.0, 1069.0, 36.0], shoonya_1sJQZ36B9S6V9B, 5730992]
[paragraph, [233.0, 579.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [233.0, 615.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [233.0, 651.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [233.0, 687.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [233.0, 723.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [233.0, 759.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [233.0, 795.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [233.0, 831.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [233.0, 867.0, 1065.0, 36.0], t0lbXE15BX, 5730992]
[paragraph, [228.0, 910.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 946.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 982.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1018.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1054.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1090.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1126.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1162.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1198.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1234.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1270.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1306.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1342.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1378.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1414.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1450.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1486.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1522.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [228.0, 1558.0, 1067.0, 36.0], shoonya_0s4QW3FUXSL6DV, 5730992]
[paragraph, [223.0, 1635.0, 1068.0, 36.0], shoonya_2sS2RWEC8R3KBR, 5730992]
[paragraph, [223.0, 1671.0, 1068.0, 36.0], shoonya_2sS2RWEC8R3KBR, 5730992]
[paragraph, [223.0, 1707.0, 1068.0, 36.0], shoonya_2sS2RWEC8R3KBR, 5730992]
[footnote, [220.0, 1824.0, 1052.0, 36.0], shoonya_3sEM2RDAO6JMF2, 5730992]
[footnote, [220.0, 1860.0, 1052.0, 36.0], shoonya_3sEM2RDAO6JMF2, 5730992]
[folio, [286.0, 2023.0, 371.0, 36.0], JjuyTyRr3e, 5730992]
