[1447, 1063]
[folio, [430.0, 55.0, 196.0, 18.0], ug-WQM3yIR, 5762731]
[paragraph, [94.0, 93.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 111.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 129.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 147.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 165.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 183.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 201.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 219.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 237.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 255.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 273.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 291.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 309.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 327.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 345.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 363.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 381.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 399.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 417.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 435.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 453.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 471.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 489.0, 430.0, 18.0], teyBwMezgN, 5762731]
[paragraph, [94.0, 507.0, 430.0, 18.0], teyBwMezgN, 5762731]
[section-title, [532.0, 94.0, 435.0, 30.0], tzdN8YPWNo, 5762731]
[section-title, [532.0, 124.0, 435.0, 30.0], tzdN8YPWNo, 5762731]
[paragraph, [537.0, 197.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 215.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 233.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 251.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 269.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 287.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 305.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 323.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 341.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 359.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 377.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 395.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 413.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 431.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 449.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 467.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 485.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 503.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 521.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 539.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 557.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 575.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 593.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 611.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 629.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 647.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[paragraph, [537.0, 665.0, 428.0, 18.0], shoonya_0s60DJBADFLQ1L, 5762731]
[section-title, [91.0, 551.0, 393.0, 30.0], y8DnTL8JLR, 5762731]
[paragraph, [94.0, 611.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 629.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 647.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 665.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 683.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 701.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 719.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 737.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 755.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 773.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 791.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [94.0, 809.0, 432.0, 18.0], r9yuqBAYWz, 5762731]
[paragraph, [532.0, 717.0, 443.0, 18.0], yN3K1TfiqT, 5762731]
[paragraph, [532.0, 735.0, 443.0, 18.0], yN3K1TfiqT, 5762731]
[paragraph, [532.0, 753.0, 443.0, 18.0], yN3K1TfiqT, 5762731]
