[1242, 867]
[chapter-title, [249.0, 50.0, 261.0, 30.0], shoonya_6sCSBU6TDNTF76, 5776272]
[paragraph, [67.0, 89.0, 630.0, 18.0], shoonya_5s82PNMDLMB3NS, 5776272]
[paragraph, [67.0, 107.0, 630.0, 18.0], shoonya_5s82PNMDLMB3NS, 5776272]
[paragraph, [67.0, 125.0, 630.0, 18.0], shoonya_5s82PNMDLMB3NS, 5776272]
[paragraph, [67.0, 143.0, 630.0, 18.0], shoonya_5s82PNMDLMB3NS, 5776272]
[paragraph, [67.0, 165.0, 628.0, 18.0], shoonya_4sAQ2L1EOEI5WR, 5776272]
[paragraph, [67.0, 183.0, 628.0, 18.0], shoonya_4sAQ2L1EOEI5WR, 5776272]
[paragraph, [66.0, 217.0, 627.0, 18.0], shoonya_3sUGZEU6M2F2G4, 5776272]
[paragraph, [66.0, 235.0, 627.0, 18.0], shoonya_3sUGZEU6M2F2G4, 5776272]
[paragraph, [67.0, 266.0, 630.0, 18.0], shoonya_2s8AU8C3JGTMHD, 5776272]
[paragraph, [67.0, 284.0, 630.0, 18.0], shoonya_2s8AU8C3JGTMHD, 5776272]
[paragraph, [67.0, 302.0, 630.0, 18.0], shoonya_2s8AU8C3JGTMHD, 5776272]
[paragraph, [67.0, 320.0, 630.0, 18.0], shoonya_2s8AU8C3JGTMHD, 5776272]
[paragraph, [67.0, 338.0, 630.0, 18.0], shoonya_2s8AU8C3JGTMHD, 5776272]
[paragraph, [67.0, 356.0, 630.0, 18.0], shoonya_2s8AU8C3JGTMHD, 5776272]
[paragraph, [67.0, 374.0, 630.0, 18.0], shoonya_2s8AU8C3JGTMHD, 5776272]
[paragraph, [67.0, 392.0, 630.0, 18.0], shoonya_2s8AU8C3JGTMHD, 5776272]
[paragraph, [67.0, 417.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 435.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 453.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 471.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 489.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 507.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 525.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 543.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 561.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 579.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 597.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [67.0, 615.0, 630.0, 18.0], shoonya_1sM1DKVW7BSKEW, 5776272]
[paragraph, [70.0, 650.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 668.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 686.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 704.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 722.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 740.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 758.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 776.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 794.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 812.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 830.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 848.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 866.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 884.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 902.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 920.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 938.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 956.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 974.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 992.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 1010.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 1028.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 1046.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
[paragraph, [70.0, 1064.0, 629.0, 18.0], shoonya_0sXV09VR8GG0RX, 5776272]
