[2174, 1461]
[folio, [162.0, 149.0, 155.0, 36.0], 0gjscHi8UE, 5655289]
[paragraph, [157.0, 250.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 286.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 322.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 358.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 394.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 430.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 466.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 502.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 538.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [157.0, 574.0, 1166.0, 36.0], shoonya_2s2IXQGQ9WRXZE, 5655289]
[paragraph, [160.0, 652.0, 1164.0, 36.0], shoonya_4sGI3TVS4CFJCJ, 5655289]
[paragraph, [160.0, 688.0, 1164.0, 36.0], shoonya_4sGI3TVS4CFJCJ, 5655289]
[paragraph, [160.0, 724.0, 1164.0, 36.0], shoonya_4sGI3TVS4CFJCJ, 5655289]
[paragraph, [160.0, 760.0, 1164.0, 36.0], shoonya_4sGI3TVS4CFJCJ, 5655289]
[paragraph, [160.0, 796.0, 1164.0, 36.0], shoonya_4sGI3TVS4CFJCJ, 5655289]
[paragraph, [160.0, 832.0, 1164.0, 36.0], shoonya_4sGI3TVS4CFJCJ, 5655289]
[paragraph, [238.0, 886.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 922.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 958.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 994.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 1030.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 1066.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 1102.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 1138.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 1174.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 1210.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 1246.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [238.0, 1282.0, 726.0, 36.0], shoonya_6sPHBC25YERBRF, 5655289]
[paragraph, [161.0, 1363.0, 1168.0, 36.0], shoonya_3sF8RHLI2QNMMY, 5655289]
[paragraph, [161.0, 1399.0, 1168.0, 36.0], shoonya_3sF8RHLI2QNMMY, 5655289]
[paragraph, [161.0, 1435.0, 1168.0, 36.0], shoonya_3sF8RHLI2QNMMY, 5655289]
[paragraph, [161.0, 1471.0, 1168.0, 36.0], shoonya_3sF8RHLI2QNMMY, 5655289]
[paragraph, [161.0, 1507.0, 1168.0, 36.0], shoonya_3sF8RHLI2QNMMY, 5655289]
[paragraph, [162.0, 1604.0, 1161.0, 36.0], shoonya_0s398GV2K7MS8I, 5655289]
[paragraph, [162.0, 1640.0, 1161.0, 36.0], shoonya_0s398GV2K7MS8I, 5655289]
[paragraph, [162.0, 1676.0, 1161.0, 36.0], shoonya_0s398GV2K7MS8I, 5655289]
[paragraph, [162.0, 1712.0, 1161.0, 36.0], shoonya_0s398GV2K7MS8I, 5655289]
[paragraph, [162.0, 1748.0, 1161.0, 36.0], shoonya_0s398GV2K7MS8I, 5655289]
[paragraph, [162.0, 1784.0, 1161.0, 36.0], shoonya_0s398GV2K7MS8I, 5655289]
[paragraph, [162.0, 1820.0, 1161.0, 36.0], shoonya_0s398GV2K7MS8I, 5655289]
[reference, [157.0, 1951.0, 636.0, 36.0], shoonya_1sN45DOE3WGS77, 5655289]
[reference, [157.0, 1987.0, 636.0, 36.0], shoonya_1sN45DOE3WGS77, 5655289]
