[1625, 1211]
[section-title, [665.0, 123.0, 473.0, 49.5], PHQOUp9cOS, 5742076]
[section-title, [472.0, 125.0, 149.0, 49.5], shoonya_3sE2N42ZSVY1AK, 5742076]
[paragraph, [61.0, 317.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 353.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 389.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 425.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 461.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 497.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 533.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 569.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 605.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 641.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 677.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [61.0, 713.0, 343.0, 36.0], shoonya_1s2I5FCK2L9UGX, 5742076]
[paragraph, [417.0, 319.0, 375.0, 36.0], XFuXG1-ZUu, 5742076]
[paragraph, [417.0, 355.0, 375.0, 36.0], XFuXG1-ZUu, 5742076]
[paragraph, [417.0, 391.0, 375.0, 36.0], XFuXG1-ZUu, 5742076]
[paragraph, [417.0, 427.0, 375.0, 36.0], XFuXG1-ZUu, 5742076]
[paragraph, [417.0, 463.0, 375.0, 36.0], XFuXG1-ZUu, 5742076]
[paragraph, [799.0, 323.0, 349.0, 36.0], shoonya_2sQO0RHM0628Q1, 5742076]
[paragraph, [799.0, 359.0, 349.0, 36.0], shoonya_2sQO0RHM0628Q1, 5742076]
[paragraph, [799.0, 395.0, 349.0, 36.0], shoonya_2sQO0RHM0628Q1, 5742076]
[paragraph, [799.0, 431.0, 349.0, 36.0], shoonya_2sQO0RHM0628Q1, 5742076]
[paragraph, [799.0, 467.0, 349.0, 36.0], shoonya_2sQO0RHM0628Q1, 5742076]
[paragraph, [419.0, 569.0, 732.0, 36.0], CXiagUWIqz, 5742076]
[paragraph, [419.0, 605.0, 732.0, 36.0], CXiagUWIqz, 5742076]
[paragraph, [419.0, 641.0, 732.0, 36.0], CXiagUWIqz, 5742076]
[paragraph, [419.0, 677.0, 732.0, 36.0], CXiagUWIqz, 5742076]
[paragraph, [422.0, 737.0, 728.0, 36.0], L-YIAf1nVp, 5742076]
