[1031, 622]
[section-title, [248.0, 69.0, 122.0, 30.0], 0qrQkowLBg, 5710276]
[paragraph, [41.0, 114.0, 559.0, 18.0], 0bGOMqDdcJ, 5710276]
[paragraph, [41.0, 132.0, 559.0, 18.0], 0bGOMqDdcJ, 5710276]
[paragraph, [41.0, 150.0, 559.0, 18.0], 0bGOMqDdcJ, 5710276]
[paragraph, [41.0, 168.0, 559.0, 18.0], 0bGOMqDdcJ, 5710276]
[paragraph, [41.0, 186.0, 559.0, 18.0], 0bGOMqDdcJ, 5710276]
[paragraph, [41.0, 208.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 226.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 244.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 262.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 280.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 298.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 316.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 334.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 352.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 370.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 388.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 406.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 424.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 442.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 460.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 478.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 496.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 514.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 532.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 550.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 568.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 586.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 604.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 622.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 640.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 658.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 676.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 694.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 712.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 730.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 748.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 766.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 784.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 802.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 820.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[paragraph, [41.0, 838.0, 553.0, 18.0], shoonya_0s4WWX9WMLJ9M8, 5710276]
[ordered-list, [41.0, 864.0, 550.0, 18.0], shoonya_1sPJKUP0GS7PL5, 5710276]
[ordered-list, [41.0, 882.0, 550.0, 18.0], shoonya_1sPJKUP0GS7PL5, 5710276]
[ordered-list, [41.0, 900.0, 550.0, 18.0], shoonya_1sPJKUP0GS7PL5, 5710276]
[ordered-list, [41.0, 918.0, 550.0, 18.0], shoonya_1sPJKUP0GS7PL5, 5710276]
[ordered-list, [41.0, 936.0, 550.0, 18.0], shoonya_1sPJKUP0GS7PL5, 5710276]
