[2339, 1656]
[paragraph, [187.0, 183.0, 1270.0, 36.0], shoonya_0s6F03R1MSQ9HZ, 5752413]
[paragraph, [187.0, 219.0, 1270.0, 36.0], shoonya_0s6F03R1MSQ9HZ, 5752413]
[paragraph, [187.0, 255.0, 1270.0, 36.0], shoonya_0s6F03R1MSQ9HZ, 5752413]
[paragraph, [187.0, 291.0, 1270.0, 36.0], shoonya_0s6F03R1MSQ9HZ, 5752413]
[paragraph, [185.0, 361.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 397.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 433.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 469.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 505.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 541.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 577.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 613.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 649.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 685.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 721.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 757.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 793.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 829.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 865.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 901.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 937.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 973.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 1009.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 1045.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 1081.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 1117.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [185.0, 1153.0, 1288.0, 36.0], shoonya_2sCJ1W7TK6JM9H, 5752413]
[paragraph, [191.0, 1245.0, 1280.0, 36.0], shoonya_3sUMFEVL8O24XO, 5752413]
[paragraph, [191.0, 1281.0, 1280.0, 36.0], shoonya_3sUMFEVL8O24XO, 5752413]
[paragraph, [191.0, 1317.0, 1280.0, 36.0], shoonya_3sUMFEVL8O24XO, 5752413]
[paragraph, [191.0, 1353.0, 1280.0, 36.0], shoonya_3sUMFEVL8O24XO, 5752413]
[paragraph, [188.0, 1433.0, 1293.0, 36.0], shoonya_4s408R6RAXO6UA, 5752413]
[paragraph, [188.0, 1469.0, 1293.0, 36.0], shoonya_4s408R6RAXO6UA, 5752413]
[paragraph, [188.0, 1505.0, 1293.0, 36.0], shoonya_4s408R6RAXO6UA, 5752413]
[paragraph, [188.0, 1541.0, 1293.0, 36.0], shoonya_4s408R6RAXO6UA, 5752413]
[paragraph, [188.0, 1577.0, 1293.0, 36.0], shoonya_4s408R6RAXO6UA, 5752413]
[paragraph, [188.0, 1613.0, 1293.0, 36.0], shoonya_4s408R6RAXO6UA, 5752413]
[paragraph, [188.0, 1649.0, 1293.0, 36.0], shoonya_4s408R6RAXO6UA, 5752413]
[paragraph, [188.0, 1685.0, 1293.0, 36.0], shoonya_4s408R6RAXO6UA, 5752413]
[paragraph, [192.0, 1775.0, 337.0, 36.0], 2uILyfPI4o, 5752413]
[paragraph, [192.0, 1811.0, 337.0, 36.0], 2uILyfPI4o, 5752413]
[paragraph, [190.0, 1881.0, 235.0, 36.0], 1JU8uKQVnd, 5752413]
[author, [186.0, 1985.0, 349.0, 36.0], 6_jwetlZAq, 5752413]
[author, [186.0, 2021.0, 349.0, 36.0], 6_jwetlZAq, 5752413]
[folio, [298.0, 2140.0, 476.0, 36.0], W2MmAwqjHe, 5752413]
